Case ID,Activity,Resource,Start Timestamp,Complete Timestamp,Variant,Variant index,(case) creator,(case) variant,(case) variant-index,concept:name,lifecycle:transition,org:resource
17,Analyze Request for Quotation,Francois de Perrier,2011/01/04 05:16:00.000,2011/01/04 05:36:00.000,Variant 28,28,Fluxicon Disco,Variant 28,28,Analyze Request for Quotation,complete,Francois de Perrier
18,Create Purchase Requisition,Tesca Lobes,2011/01/03 02:36:00.000,2011/01/03 02:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Purchase Requisition,complete,Tesca Lobes
18,Analyze Purchase Requisition,Heinz Gutschmidt,2011/01/04 03:45:00.000,2011/01/04 03:49:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Purchase Requisition,complete,Heinz Gutschmidt
18,Create Request for Quotation,Heinz Gutschmidt,2011/01/04 03:54:00.000,2011/01/04 03:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Request for Quotation,complete,Heinz Gutschmidt
18,Analyze Request for Quotation,Karel de Groot,2011/01/04 05:15:00.000,2011/01/04 05:36:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Request for Quotation,complete,Karel de Groot
18,Send Request for Quotation to Supplier,Karel de Groot,2011/01/04 16:30:00.000,2011/01/04 16:44:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Send Request for Quotation to Supplier,complete,Karel de Groot
18,Create Quotation comparison Map,Magdalena Predutta,2011/01/04 20:46:00.000,2011/01/04 22:40:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Quotation comparison Map,complete,Magdalena Predutta
18,Analyze Quotation Comparison Map,Tesca Lobes,2011/01/05 04:48:00.000,2011/01/05 04:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Quotation Comparison Map,complete,Tesca Lobes
18,Choose best option,Anna Kaufmann,2011/01/05 04:57:00.000,2011/01/05 04:57:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Choose best option,complete,Anna Kaufmann
18,Settle Conditions With Supplier,Karel de Groot,2011/01/06 00:36:00.000,2011/01/06 14:03:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Settle Conditions With Supplier,complete,Karel de Groot
18,Create Purchase Order,Francois de Perrier,2011/01/06 20:40:00.000,2011/01/06 20:46:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Purchase Order,complete,Francois de Perrier
18,Confirm Purchase Order,Kiu Kan,2011/01/07 08:45:00.000,2011/01/07 09:19:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Confirm Purchase Order,complete,Kiu Kan
18,Deliver Goods Services,Karen Clarens,2011/01/07 22:43:00.000,2011/01/08 23:31:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Deliver Goods Services,complete,Karen Clarens
18,Release Purchase Order,Anne Olwada,2011/01/09 06:51:00.000,2011/01/09 06:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Release Purchase Order,complete,Anne Olwada
18,Approve Purchase Order for payment,Francois de Perrier,2011/01/09 14:09:00.000,2011/01/09 14:10:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Approve Purchase Order for payment,complete,Francois de Perrier
18,Send Invoice,Sean Manney,2011/01/09 22:46:00.000,2011/01/09 22:46:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Send Invoice,complete,Sean Manney
18,Release Supplier's Invoice,Karalda Nimwada,2011/01/10 13:08:00.000,2011/01/10 13:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Release Supplier's Invoice,complete,Karalda Nimwada
18,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/01/10 13:12:00.000,2011/01/10 13:12:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Authorize Supplier's Invoice payment,complete,Karalda Nimwada
18,Pay Invoice,Karalda Nimwada,2011/01/10 13:29:00.000,2011/01/10 13:34:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Pay Invoice,complete,Karalda Nimwada
19,Create Purchase Requisition,Penn Osterwalder,2011/01/03 03:47:00.000,2011/01/03 04:36:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Purchase Requisition,complete,Penn Osterwalder
19,Analyze Purchase Requisition,Francis Odell,2011/01/04 04:35:00.000,2011/01/04 04:43:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Purchase Requisition,complete,Francis Odell
19,Create Request for Quotation,Maris Freeman,2011/01/04 04:49:00.000,2011/01/04 04:50:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Request for Quotation,complete,Maris Freeman
19,Analyze Request for Quotation,Francois de Perrier,2011/01/04 06:00:00.000,2011/01/04 06:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Request for Quotation,complete,Francois de Perrier
19,Send Request for Quotation to Supplier,Karel de Groot,2011/01/04 12:17:00.000,2011/01/04 12:30:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Send Request for Quotation to Supplier,complete,Karel de Groot
19,Create Quotation comparison Map,Francois de Perrier,2011/01/04 23:44:00.000,2011/01/05 03:45:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Quotation comparison Map,complete,Francois de Perrier
19,Analyze Quotation Comparison Map,Anne Olwada,2011/01/05 10:23:00.000,2011/01/05 10:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Analyze Quotation Comparison Map,complete,Anne Olwada
19,Choose best option,Esmana Liubiata,2011/01/05 10:52:00.000,2011/01/05 10:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Choose best option,complete,Esmana Liubiata
19,Settle Conditions With Supplier,Karel de Groot,2011/01/05 16:16:00.000,2011/01/06 00:09:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Settle Conditions With Supplier,complete,Karel de Groot
19,Create Purchase Order,Magdalena Predutta,2011/01/06 07:22:00.000,2011/01/06 07:29:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Create Purchase Order,complete,Magdalena Predutta
19,Confirm Purchase Order,Esmeralda Clay,2011/01/06 11:24:00.000,2011/01/06 11:40:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Confirm Purchase Order,complete,Esmeralda Clay
19,Deliver Goods Services,Esmeralda Clay,2011/01/06 17:27:00.000,2011/01/07 16:08:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Deliver Goods Services,complete,Esmeralda Clay
19,Release Purchase Order,Immanuel Karagianni,2011/01/07 23:54:00.000,2011/01/07 23:55:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Release Purchase Order,complete,Immanuel Karagianni
19,Approve Purchase Order for payment,Magdalena Predutta,2011/01/08 10:39:00.000,2011/01/08 10:40:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Approve Purchase Order for payment,complete,Magdalena Predutta
19,Send Invoice,Sean Manney,2011/01/08 20:28:00.000,2011/01/08 20:28:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Send Invoice,complete,Sean Manney
19,Release Supplier's Invoice,Karalda Nimwada,2011/01/09 10:48:00.000,2011/01/09 10:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Release Supplier's Invoice,complete,Karalda Nimwada
19,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/01/09 10:52:00.000,2011/01/09 10:52:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Authorize Supplier's Invoice payment,complete,Karalda Nimwada
19,Pay Invoice,Pedro Alvares,2011/01/09 11:07:00.000,2011/01/09 11:13:00.000,Variant 1,1,Fluxicon Disco,Variant 1,1,Pay Invoice,complete,Pedro Alvares
20,Create Purchase Requisition,Anne Olwada,2011/01/03 04:13:00.000,2011/01/03 04:30:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Create Purchase Requisition,complete,Anne Olwada
20,Analyze Purchase Requisition,Francis Odell,2011/01/03 21:14:00.000,2011/01/03 21:19:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Purchase Requisition,complete,Francis Odell
20,Create Request for Quotation,Francis Odell,2011/01/03 21:22:00.000,2011/01/03 21:25:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Create Request for Quotation,complete,Francis Odell
20,Analyze Request for Quotation,Karel de Groot,2011/01/04 01:36:00.000,2011/01/04 02:09:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Request for Quotation,complete,Karel de Groot
20,Amend Request for Quotation,Christian Francois,2011/01/04 03:08:00.000,2011/01/04 03:21:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Amend Request for Quotation,complete,Christian Francois
20,Analyze Request for Quotation,Karel de Groot,2011/01/04 04:21:00.000,2011/01/04 04:50:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Request for Quotation,complete,Karel de Groot
20,Amend Request for Quotation,Anne Olwada,2011/01/04 05:45:00.000,2011/01/04 05:56:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Amend Request for Quotation,complete,Anne Olwada
20,Analyze Request for Quotation,Francois de Perrier,2011/01/04 06:59:00.000,2011/01/04 07:24:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Request for Quotation,complete,Francois de Perrier
20,Amend Request for Quotation,Esmana Liubiata,2011/01/04 08:08:00.000,2011/01/04 08:23:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Amend Request for Quotation,complete,Esmana Liubiata
20,Analyze Request for Quotation,Francois de Perrier,2011/01/04 09:27:00.000,2011/01/04 09:42:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Request for Quotation,complete,Francois de Perrier
20,Amend Request for Quotation,Maris Freeman,2011/01/05 01:55:00.000,2011/01/05 02:20:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Amend Request for Quotation,complete,Maris Freeman
20,Analyze Request for Quotation,Karel de Groot,2011/01/05 15:44:00.000,2011/01/05 16:03:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Request for Quotation,complete,Karel de Groot
20,Amend Request for Quotation,Elvira Lores,2011/01/05 16:56:00.000,2011/01/05 17:01:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Amend Request for Quotation,complete,Elvira Lores
20,Analyze Request for Quotation,Francois de Perrier,2011/01/06 09:06:00.000,2011/01/06 09:29:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Request for Quotation,complete,Francois de Perrier
20,Send Request for Quotation to Supplier,Karel de Groot,2011/01/06 22:26:00.000,2011/01/06 22:49:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Send Request for Quotation to Supplier,complete,Karel de Groot
20,Create Quotation comparison Map,Francois de Perrier,2011/01/06 23:17:00.000,2011/01/07 03:33:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Create Quotation comparison Map,complete,Francois de Perrier
20,Analyze Quotation Comparison Map,Penn Osterwalder,2011/01/07 09:49:00.000,2011/01/07 10:23:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Analyze Quotation Comparison Map,complete,Penn Osterwalder
20,Choose best option,Fjodor Kowalski,2011/01/07 10:23:00.000,2011/01/07 10:23:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Choose best option,complete,Fjodor Kowalski
20,Settle Conditions With Supplier,Magdalena Predutta,2011/01/07 20:24:00.000,2011/01/08 08:24:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Settle Conditions With Supplier,complete,Magdalena Predutta
20,Create Purchase Order,Magdalena Predutta,2011/01/08 09:36:00.000,2011/01/08 09:44:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Create Purchase Order,complete,Magdalena Predutta
20,Confirm Purchase Order,Sean Manney,2011/01/08 21:41:00.000,2011/01/08 21:59:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Confirm Purchase Order,complete,Sean Manney
20,Deliver Goods Services,Esmeralda Clay,2011/01/09 12:22:00.000,2011/01/10 18:19:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Deliver Goods Services,complete,Esmeralda Clay
20,Release Purchase Order,Penn Osterwalder,2011/01/11 01:56:00.000,2011/01/11 01:57:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Release Purchase Order,complete,Penn Osterwalder
20,Approve Purchase Order for payment,Karel de Groot,2011/01/12 09:57:00.000,2011/01/12 09:58:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Approve Purchase Order for payment,complete,Karel de Groot
20,Send Invoice,Kiu Kan,2011/01/14 09:49:00.000,2011/01/14 09:49:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Send Invoice,complete,Kiu Kan
20,Release Supplier's Invoice,Pedro Alvares,2011/01/15 00:14:00.000,2011/01/15 00:19:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Release Supplier's Invoice,complete,Pedro Alvares
20,Settle Dispute With Supplier,Karalda Nimwada,2011/01/15 00:57:00.000,2011/01/15 01:14:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Settle Dispute With Supplier,complete,Karalda Nimwada
20,Authorize Supplier's Invoice payment,Pedro Alvares,2011/01/15 01:14:00.000,2011/01/15 01:14:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Authorize Supplier's Invoice payment,complete,Pedro Alvares
20,Pay Invoice,Pedro Alvares,2011/01/15 02:03:00.000,2011/01/15 02:16:00.000,Variant 40,40,Fluxicon Disco,Variant 40,40,Pay Invoice,complete,Pedro Alvares
21,Create Purchase Requisition,Miu Hanwan,2011/01/03 04:17:00.000,2011/01/03 05:13:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Create Purchase Requisition,complete,Miu Hanwan
21,Analyze Purchase Requisition,Francis Odell,2011/01/04 04:03:00.000,2011/01/04 04:11:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Purchase Requisition,complete,Francis Odell
21,Create Request for Quotation,Francis Odell,2011/01/04 04:18:00.000,2011/01/04 04:19:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Create Request for Quotation,complete,Francis Odell
21,Analyze Request for Quotation,Francois de Perrier,2011/01/04 05:36:00.000,2011/01/04 06:00:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Request for Quotation,complete,Francois de Perrier
21,Amend Request for Quotation,Anne Olwada,2011/01/04 06:53:00.000,2011/01/04 07:01:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Amend Request for Quotation,complete,Anne Olwada
21,Analyze Request for Quotation,Francois de Perrier,2011/01/04 08:35:00.000,2011/01/04 09:02:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Request for Quotation,complete,Francois de Perrier
21,Amend Request for Quotation,Fjodor Kowalski,2011/01/04 09:49:00.000,2011/01/04 10:03:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Amend Request for Quotation,complete,Fjodor Kowalski
21,Analyze Request for Quotation,Karel de Groot,2011/01/04 11:31:00.000,2011/01/04 11:51:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Request for Quotation,complete,Karel de Groot
21,Amend Request for Quotation,Elvira Lores,2011/01/04 12:35:00.000,2011/01/04 12:47:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Amend Request for Quotation,complete,Elvira Lores
21,Analyze Request for Quotation,Karel de Groot,2011/01/04 17:51:00.000,2011/01/04 18:12:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Request for Quotation,complete,Karel de Groot
21,Amend Request for Quotation,Esmana Liubiata,2011/01/04 19:03:00.000,2011/01/04 19:10:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Amend Request for Quotation,complete,Esmana Liubiata
21,Analyze Request for Quotation,Magdalena Predutta,2011/01/04 20:08:00.000,2011/01/04 20:30:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Request for Quotation,complete,Magdalena Predutta
21,Amend Request for Quotation,Elvira Lores,2011/01/04 21:18:00.000,2011/01/04 21:28:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Amend Request for Quotation,complete,Elvira Lores
21,Analyze Request for Quotation,Karel de Groot,2011/01/05 00:18:00.000,2011/01/05 00:48:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Request for Quotation,complete,Karel de Groot
21,Send Request for Quotation to Supplier,Francois de Perrier,2011/01/05 09:14:00.000,2011/01/05 09:26:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Send Request for Quotation to Supplier,complete,Francois de Perrier
21,Create Quotation comparison Map,Magdalena Predutta,2011/01/06 02:41:00.000,2011/01/06 07:22:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Create Quotation comparison Map,complete,Magdalena Predutta
21,Analyze Quotation Comparison Map,Immanuel Karagianni,2011/01/06 13:55:00.000,2011/01/06 14:21:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Analyze Quotation Comparison Map,complete,Immanuel Karagianni
21,Choose best option,Immanuel Karagianni,2011/01/06 14:21:00.000,2011/01/06 14:21:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Choose best option,complete,Immanuel Karagianni
21,Settle Conditions With Supplier,Magdalena Predutta,2011/01/06 17:44:00.000,2011/01/06 22:35:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Settle Conditions With Supplier,complete,Magdalena Predutta
21,Create Purchase Order,Karel de Groot,2011/01/06 23:56:00.000,2011/01/07 00:08:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Create Purchase Order,complete,Karel de Groot
21,Confirm Purchase Order,Kiu Kan,2011/01/07 08:39:00.000,2011/01/07 08:45:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Confirm Purchase Order,complete,Kiu Kan
21,Deliver Goods Services,Carmen Finacse,2011/01/07 14:47:00.000,2011/01/09 13:02:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Deliver Goods Services,complete,Carmen Finacse
21,Release Purchase Order,Anne Olwada,2011/01/09 20:43:00.000,2011/01/09 20:44:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Release Purchase Order,complete,Anne Olwada
21,Approve Purchase Order for payment,Karel de Groot,2011/01/12 08:26:00.000,2011/01/12 08:27:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Approve Purchase Order for payment,complete,Karel de Groot
21,Send Invoice,Karen Clarens,2011/01/16 13:33:00.000,2011/01/16 13:33:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Send Invoice,complete,Karen Clarens
21,Release Supplier's Invoice,Karalda Nimwada,2011/01/17 03:53:00.000,2011/01/17 03:57:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Release Supplier's Invoice,complete,Karalda Nimwada
21,Authorize Supplier's Invoice payment,Karalda Nimwada,2011/01/17 03:57:00.000,2011/01/17 03:57:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Authorize Supplier's Invoice payment,complete,Karalda Nimwada
21,Pay Invoice,Karalda Nimwada,2011/01/17 04:51:00.000,2011/01/17 05:06:00.000,Variant 24,24,Fluxicon Disco,Variant 24,24,Pay Invoice,complete,Karalda Nimwada
22,Create Purchase Requisition,Elvira Lores,2011/01/03 05:38:00.000,2011/01/03 06:05:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Create Purchase Requisition,complete,Elvira Lores
22,Analyze Purchase Requisition,Maris Freeman,2011/01/04 00:59:00.000,2011/01/04 01:04:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Analyze Purchase Requisition,complete,Maris Freeman
22,Amend Purchase Requisition,Nico Ojenbeer,2011/01/04 12:32:00.000,2011/01/04 13:04:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Amend Purchase Requisition,complete,Nico Ojenbeer
22,Analyze Purchase Requisition,Maris Freeman,2011/01/05 01:11:00.000,2011/01/05 01:16:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Analyze Purchase Requisition,complete,Maris Freeman
22,Create Request for Quotation,Heinz Gutschmidt,2011/01/05 01:21:00.000,2011/01/05 01:23:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Create Request for Quotation,complete,Heinz Gutschmidt
22,Analyze Request for Quotation,Magdalena Predutta,2011/01/05 12:41:00.000,2011/01/05 12:57:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Analyze Request for Quotation,complete,Magdalena Predutta
22,Amend Request for Quotation,Miu Hanwan,2011/01/05 13:38:00.000,2011/01/05 13:48:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Amend Request for Quotation,complete,Miu Hanwan
22,Analyze Request for Quotation,Karel de Groot,2011/01/06 22:18:00.000,2011/01/06 22:26:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Analyze Request for Quotation,complete,Karel de Groot
22,Send Request for Quotation to Supplier,Magdalena Predutta,2011/01/07 03:59:00.000,2011/01/07 04:11:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Send Request for Quotation to Supplier,complete,Magdalena Predutta
22,Create Quotation comparison Map,Magdalena Predutta,2011/01/07 04:39:00.000,2011/01/07 10:14:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Create Quotation comparison Map,complete,Magdalena Predutta
22,Analyze Quotation Comparison Map,Miu Hanwan,2011/01/07 17:04:00.000,2011/01/07 17:38:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Analyze Quotation Comparison Map,complete,Miu Hanwan
22,Choose best option,Penn Osterwalder,2011/01/07 17:38:00.000,2011/01/07 17:38:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Choose best option,complete,Penn Osterwalder
22,Settle Conditions With Supplier,Karel de Groot,2011/01/08 17:02:00.000,2011/01/08 22:13:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Settle Conditions With Supplier,complete,Karel de Groot
22,Create Purchase Order,Francois de Perrier,2011/01/09 13:39:00.000,2011/01/09 13:47:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Create Purchase Order,complete,Francois de Perrier
22,Confirm Purchase Order,Karen Clarens,2011/01/10 05:52:00.000,2011/01/10 06:26:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Confirm Purchase Order,complete,Karen Clarens
22,Deliver Goods Services,Karen Clarens,2011/01/10 12:20:00.000,2011/01/12 03:23:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Deliver Goods Services,complete,Karen Clarens
22,Release Purchase Order,Nico Ojenbeer,2011/01/12 10:42:00.000,2011/01/12 10:43:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Release Purchase Order,complete,Nico Ojenbeer
22,Approve Purchase Order for payment,Francois de Perrier,2011/01/12 14:17:00.000,2011/01/12 14:18:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Approve Purchase Order for payment,complete,Francois de Perrier
22,Send Invoice,Esmeralda Clay,2011/01/12 20:52:00.000,2011/01/12 20:52:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Send Invoice,complete,Esmeralda Clay
22,Release Supplier's Invoice,Pedro Alvares,2011/01/13 11:04:00.000,2011/01/13 11:09:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Release Supplier's Invoice,complete,Pedro Alvares
22,Authorize Supplier's Invoice payment,Pedro Alvares,2011/01/13 11:09:00.000,2011/01/13 11:09:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Authorize Supplier's Invoice payment,complete,Pedro Alvares
22,Pay Invoice,Pedro Alvares,2011/01/13 11:51:00.000,2011/01/13 11:58:00.000,Variant 48,48,Fluxicon Disco,Variant 48,48,Pay Invoice,complete,Pedro Alvares
23,Create Purchase Requisition,Penn Osterwalder,2011/01/03 05:54:00.000,2011/01/03 06:41:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Create Purchase Requisition,complete,Penn Osterwalder
23,Create Request for Quotation,Esmana Liubiata,2011/01/03 12:49:00.000,2011/01/03 12:59:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Create Request for Quotation,complete,Esmana Liubiata
23,Analyze Request for Quotation,Magdalena Predutta,2011/01/03 19:52:00.000,2011/01/03 20:18:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Request for Quotation,complete,Magdalena Predutta
23,Amend Request for Quotation,Clement Duchot,2011/01/03 21:05:00.000,2011/01/03 21:12:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Amend Request for Quotation,complete,Clement Duchot
23,Analyze Request for Quotation,Karel de Groot,2011/01/03 22:54:00.000,2011/01/03 23:19:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Request for Quotation,complete,Karel de Groot
23,Amend Request for Quotation,Miu Hanwan,2011/01/04 00:17:00.000,2011/01/04 00:31:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Amend Request for Quotation,complete,Miu Hanwan
23,Analyze Request for Quotation,Magdalena Predutta,2011/01/04 02:45:00.000,2011/01/04 03:06:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Request for Quotation,complete,Magdalena Predutta
23,Send Request for Quotation to Supplier,Karel de Groot,2011/01/04 11:51:00.000,2011/01/04 12:17:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Send Request for Quotation to Supplier,complete,Karel de Groot
23,Create Quotation comparison Map,Karel de Groot,2011/01/04 12:56:00.000,2011/01/04 16:30:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Create Quotation comparison Map,complete,Karel de Groot
23,Analyze Quotation Comparison Map,Kim Passa,2011/01/04 23:24:00.000,2011/01/04 23:34:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Analyze Quotation Comparison Map,complete,Kim Passa
23,Choose best option,Esmana Liubiata,2011/01/04 23:34:00.000,2011/01/04 23:34:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Choose best option,complete,Esmana Liubiata
23,Settle Conditions With Supplier,Karel de Groot,2011/01/05 01:09:00.000,2011/01/05 14:15:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Settle Conditions With Supplier,complete,Karel de Groot
23,Create Purchase Order,Karel de Groot,2011/01/05 16:04:00.000,2011/01/05 16:16:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Create Purchase Order,complete,Karel de Groot
23,Confirm Purchase Order,Sean Manney,2011/01/05 20:11:00.000,2011/01/05 20:37:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Confirm Purchase Order,complete,Sean Manney
23,Deliver Goods Services,Karen Clarens,2011/01/06 07:42:00.000,2011/01/07 02:11:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Deliver Goods Services,complete,Karen Clarens
23,Release Purchase Order,Penn Osterwalder,2011/01/07 09:32:00.000,2011/01/07 09:33:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Release Purchase Order,complete,Penn Osterwalder
23,Approve Purchase Order for payment,Magdalena Predutta,2011/01/07 18:53:00.000,2011/01/07 18:54:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Approve Purchase Order for payment,complete,Magdalena Predutta
23,Send Invoice,Sean Manney,2011/01/08 20:28:00.000,2011/01/08 20:28:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Send Invoice,complete,Sean Manney
23,Release Supplier's Invoice,Pedro Alvares,2011/01/09 10:53:00.000,2011/01/09 10:58:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Release Supplier's Invoice,complete,Pedro Alvares
23,Authorize Supplier's Invoice payment,Pedro Alvares,2011/01/09 10:58:00.000,2011/01/09 10:58:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Authorize Supplier's Invoice payment,complete,Pedro Alvares
23,Pay Invoice,Pedro Alvares,2011/01/09 11:26:00.000,2011/01/09 11:36:00.000,Variant 10,10,Fluxicon Disco,Variant 10,10,Pay Invoice,complete,Pedro Alvares
