Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
47,Settle Conditions With Supplier,Francois de Perrier,2011-01-11 00:27:00,2011-01-11 07:05:00
29,Release Purchase Order,Alberto Duport,2011-01-11 00:42:00,2011-01-11 00:43:00
34,Confirm Purchase Order,Carmen Finacse,2011-01-11 00:45:00,2011-01-11 01:04:00
43,Confirm Purchase Order,Carmen Finacse,2011-01-11 01:04:00,2011-01-11 01:37:00
42,Send Invoice,Carmen Finacse,2011-01-11 01:04:00,2011-01-11 01:04:00
37,Confirm Purchase Order,Carmen Finacse,2011-01-11 01:37:00,2011-01-11 01:52:00
38,Confirm Purchase Order,Carmen Finacse,2011-01-11 01:52:00,2011-01-11 01:57:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-11 01:53:00,2011-01-11 01:59:00
39,Settle Conditions With Supplier,Magdalena Predutta,2011-01-11 01:59:00,2011-01-11 10:59:00
76,Analyze Purchase Requisition,Francis Odell,2011-01-11 02:05:00,2011-01-11 02:09:00
76,Create Request for Quotation,Francis Odell,2011-01-11 02:17:00,2011-01-11 02:18:00
67,Amend Request for Quotation,Esmana Liubiata,2011-01-11 02:40:00,2011-01-11 02:50:00
82,Create Request for Quotation,Alberto Duport,2011-01-11 03:53:00,2011-01-11 04:02:00
35,Release Purchase Order,Elvira Lores,2011-01-11 04:25:00,2011-01-11 04:26:00
41,Release Purchase Order,Miu Hanwan,2011-01-11 04:36:00,2011-01-11 04:37:00
56,Analyze Quotation Comparison Map,Christian Francois,2011-01-11 05:26:00,2011-01-11 05:48:00
53,Settle Conditions With Supplier,Karel de Groot,2011-01-11 05:46:00,2011-01-11 11:00:00
56,Choose best option,Kim Passa,2011-01-11 05:48:00,2011-01-11 05:48:00
31,Send Invoice,Carmen Finacse,2011-01-11 06:09:00,2011-01-11 06:09:00
28,Deliver Goods Services,Carmen Finacse,2011-01-11 06:15:00,2011-01-11 11:44:00
30,Create Purchase Order,Francois de Perrier,2011-01-11 07:05:00,2011-01-11 07:14:00
45,Analyze Quotation Comparison Map,Miu Hanwan,2011-01-11 07:08:00,2011-01-11 07:31:00
52,Settle Conditions With Supplier,Francois de Perrier,2011-01-11 07:14:00,2011-01-11 21:14:00
49,Release Purchase Order,Immanuel Karagianni,2011-01-11 07:18:00,2011-01-11 07:19:00
45,Choose best option,Clement Duchot,2011-01-11 07:31:00,2011-01-11 07:31:00
79,Analyze Purchase Requisition,Maris Freeman,2011-01-11 07:32:00,2011-01-11 07:37:00
79,Create Request for Quotation,Francis Odell,2011-01-11 07:41:00,2011-01-11 07:43:00
48,Release Purchase Order,Miu Hanwan,2011-01-11 08:20:00,2011-01-11 08:21:00
84,Create Purchase Requisition,Miu Hanwan,2011-01-11 08:29:00,2011-01-11 09:13:00
84,Start,Start,2011-01-11 08:29:00,2011-01-11 08:29:00
69,Analyze Quotation Comparison Map,Kim Passa,2011-01-11 08:32:00,2011-01-11 08:53:00
85,Create Purchase Requisition,Alberto Duport,2011-01-11 08:43:00,2011-01-11 09:13:00
85,Start,Start,2011-01-11 08:43:00,2011-01-11 08:43:00
69,Choose best option,Esmana Liubiata,2011-01-11 08:53:00,2011-01-11 08:53:00
71,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-11 09:48:00,2011-01-11 09:52:00
71,Create Request for Quotation,Francis Odell,2011-01-11 10:00:00,2011-01-11 10:02:00
14,Release Supplier's Invoice,Pedro Alvares,2011-01-11 10:49:00,2011-01-11 10:53:00
49,Approve Purchase Order for payment,Magdalena Predutta,2011-01-11 10:59:00,2011-01-11 11:00:00
45,Settle Conditions With Supplier,Magdalena Predutta,2011-01-11 11:00:00,2011-01-11 23:06:00
26,Settle Conditions With Supplier,Karel de Groot,2011-01-11 11:00:00,2011-01-11 19:51:00
14,Settle Dispute With Supplier,Pedro Alvares,2011-01-11 11:10:00,2011-01-11 11:26:00
14,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-11 11:26:00,2011-01-11 11:26:00
30,Confirm Purchase Order,Carmen Finacse,2011-01-11 11:44:00,2011-01-11 12:04:00
14,Pay Invoice,Karalda Nimwada,2011-01-11 11:59:00,2011-01-11 12:05:00
34,Deliver Goods Services,Carmen Finacse,2011-01-11 12:04:00,2011-01-13 01:59:00
14,End,End,2011-01-11 12:05:00,2011-01-11 12:05:00
81,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-11 12:24:00,2011-01-11 12:29:00
81,Create Request for Quotation,Maris Freeman,2011-01-11 12:35:00,2011-01-11 12:37:00
80,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-11 12:40:00,2011-01-11 12:46:00
80,Create Request for Quotation,Heinz Gutschmidt,2011-01-11 12:53:00,2011-01-11 12:56:00
42,Release Supplier's Invoice,Pedro Alvares,2011-01-11 15:32:00,2011-01-11 15:38:00
42,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-11 15:38:00,2011-01-11 15:38:00
42,Pay Invoice,Karalda Nimwada,2011-01-11 16:32:00,2011-01-11 16:41:00
85,Create Request for Quotation,Elvira Lores,2011-01-11 16:33:00,2011-01-11 16:46:00
42,End,End,2011-01-11 16:41:00,2011-01-11 16:41:00
28,Release Purchase Order,Alberto Duport,2011-01-11 19:07:00,2011-01-11 19:08:00
56,Settle Conditions With Supplier,Karel de Groot,2011-01-11 19:51:00,2011-01-12 01:19:00
49,Send Invoice,Karen Clarens,2011-01-11 20:23:00,2011-01-11 20:23:00
38,Deliver Goods Services,Karen Clarens,2011-01-11 20:23:00,2011-01-13 07:41:00
83,Analyze Purchase Requisition,Maris Freeman,2011-01-11 20:31:00,2011-01-11 20:36:00
31,Release Supplier's Invoice,Pedro Alvares,2011-01-11 20:33:00,2011-01-11 20:35:00
31,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-11 20:35:00,2011-01-11 20:35:00
83,Create Request for Quotation,Maris Freeman,2011-01-11 20:41:00,2011-01-11 20:43:00
31,Pay Invoice,Karalda Nimwada,2011-01-11 21:09:00,2011-01-11 21:16:00
80,Analyze Request for Quotation,Francois de Perrier,2011-01-11 21:14:00,2011-01-11 21:35:00
31,End,End,2011-01-11 21:16:00,2011-01-11 21:16:00
41,Approve Purchase Order for payment,Francois de Perrier,2011-01-11 21:35:00,2011-01-11 21:36:00
64,Analyze Request for Quotation,Francois de Perrier,2011-01-11 21:36:00,2011-01-11 22:03:00
69,Settle Conditions With Supplier,Francois de Perrier,2011-01-11 22:03:00,2011-01-12 04:31:00
80,Amend Request for Quotation,Penn Osterwalder,2011-01-11 22:24:00,2011-01-11 22:37:00
64,Amend Request for Quotation,Kim Passa,2011-01-11 22:45:00,2011-01-11 22:51:00
59,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-11 23:06:00,2011-01-11 23:40:00
29,Approve Purchase Order for payment,Magdalena Predutta,2011-01-11 23:40:00,2011-01-11 23:41:00
75,Analyze Request for Quotation,Magdalena Predutta,2011-01-11 23:41:00,2011-01-12 00:06:00
59,Create Quotation comparison Map,Magdalena Predutta,2011-01-12 00:06:00,2011-01-12 02:11:00
43,Deliver Goods Services,Esmeralda Clay,2011-01-12 00:55:00,2011-01-12 13:42:00
54,Create Purchase Order,Karel de Groot,2011-01-12 01:19:00,2011-01-12 01:26:00
21,Approve Purchase Order for payment,Karel de Groot,2011-01-12 01:26:00,2011-01-12 01:27:00
52,Create Purchase Order,Karel de Groot,2011-01-12 01:27:00,2011-01-12 01:34:00
80,Analyze Request for Quotation,Karel de Groot,2011-01-12 01:34:00,2011-01-12 01:59:00
86,Create Purchase Requisition,Miu Hanwan,2011-01-12 01:43:00,2011-01-12 02:36:00
86,Start,Start,2011-01-12 01:43:00,2011-01-12 01:43:00
24,Approve Purchase Order for payment,Karel de Groot,2011-01-12 01:59:00,2011-01-12 02:00:00
48,Approve Purchase Order for payment,Karel de Groot,2011-01-12 02:00:00,2011-01-12 02:01:00
35,Approve Purchase Order for payment,Karel de Groot,2011-01-12 02:01:00,2011-01-12 02:02:00
83,Analyze Request for Quotation,Karel de Groot,2011-01-12 02:02:00,2011-01-12 02:28:00
28,Approve Purchase Order for payment,Magdalena Predutta,2011-01-12 02:11:00,2011-01-12 02:12:00
78,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 02:12:00,2011-01-12 02:40:00
72,Analyze Request for Quotation,Karel de Groot,2011-01-12 02:28:00,2011-01-12 02:37:00
51,Analyze Request for Quotation,Karel de Groot,2011-01-12 02:37:00,2011-01-12 02:57:00
39,Create Purchase Order,Magdalena Predutta,2011-01-12 02:40:00,2011-01-12 02:51:00
80,Amend Request for Quotation,Kim Passa,2011-01-12 02:40:00,2011-01-12 02:47:00
33,Approve Purchase Order for payment,Magdalena Predutta,2011-01-12 02:51:00,2011-01-12 02:52:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 02:52:00,2011-01-12 03:11:00
20,Approve Purchase Order for payment,Karel de Groot,2011-01-12 02:57:00,2011-01-12 02:58:00
56,Create Purchase Order,Karel de Groot,2011-01-12 02:58:00,2011-01-12 03:05:00
40,Create Purchase Order,Karel de Groot,2011-01-12 03:05:00,2011-01-12 03:18:00
53,Create Purchase Order,Magdalena Predutta,2011-01-12 03:11:00,2011-01-12 03:21:00
72,Amend Request for Quotation,Fjodor Kowalski,2011-01-12 03:16:00,2011-01-12 03:30:00
26,Create Purchase Order,Karel de Groot,2011-01-12 03:18:00,2011-01-12 03:28:00
58,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 03:21:00,2011-01-12 03:44:00
73,Analyze Request for Quotation,Karel de Groot,2011-01-12 03:28:00,2011-01-12 03:41:00
47,Create Purchase Order,Karel de Groot,2011-01-12 03:41:00,2011-01-12 03:50:00
22,Release Purchase Order,Nico Ojenbeer,2011-01-12 03:42:00,2011-01-12 03:43:00
45,Create Purchase Order,Magdalena Predutta,2011-01-12 03:44:00,2011-01-12 03:56:00
82,Analyze Request for Quotation,Karel de Groot,2011-01-12 03:50:00,2011-01-12 04:14:00
67,Amend Request for Quotation,Fjodor Kowalski,2011-01-12 03:51:00,2011-01-12 04:00:00
77,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 03:56:00,2011-01-12 04:23:00
82,End,End,2011-01-12 04:14:00,2011-01-12 04:14:00
65,Analyze Request for Quotation,Karel de Groot,2011-01-12 04:14:00,2011-01-12 04:49:00
87,Create Purchase Requisition,Fjodor Kowalski,2011-01-12 04:17:00,2011-01-12 04:36:00
87,Start,Start,2011-01-12 04:17:00,2011-01-12 04:17:00
76,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 04:23:00,2011-01-12 04:33:00
81,Analyze Request for Quotation,Francois de Perrier,2011-01-12 04:31:00,2011-01-12 04:55:00
68,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 04:33:00,2011-01-12 04:53:00
72,Analyze Request for Quotation,Karel de Groot,2011-01-12 04:49:00,2011-01-12 05:23:00
79,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 04:53:00,2011-01-12 05:10:00
70,Analyze Request for Quotation,Francois de Perrier,2011-01-12 04:55:00,2011-01-12 05:17:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 05:10:00,2011-01-12 05:16:00
77,Amend Request for Quotation,Esmana Liubiata,2011-01-12 05:13:00,2011-01-12 05:25:00
55,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 05:16:00,2011-01-12 05:36:00
64,Analyze Request for Quotation,Francois de Perrier,2011-01-12 05:17:00,2011-01-12 05:51:00
76,Amend Request for Quotation,Anne Olwada,2011-01-12 05:24:00,2011-01-12 05:30:00
65,Amend Request for Quotation,Miu Hanwan,2011-01-12 05:30:00,2011-01-12 05:35:00
71,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 05:36:00,2011-01-12 06:02:00
81,Amend Request for Quotation,Elvira Lores,2011-01-12 05:51:00,2011-01-12 05:59:00
83,Send Request for Quotation to Supplier,Karel de Groot,2011-01-12 05:51:00,2011-01-12 06:18:00
69,Create Purchase Order,Francois de Perrier,2011-01-12 05:51:00,2011-01-12 06:01:00
84,Analyze Purchase Requisition,Maris Freeman,2011-01-12 05:55:00,2011-01-12 06:03:00
70,Amend Request for Quotation,Nico Ojenbeer,2011-01-12 06:00:00,2011-01-12 06:12:00
66,Analyze Request for Quotation,Francois de Perrier,2011-01-12 06:01:00,2011-01-12 06:09:00
61,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 06:02:00,2011-01-12 06:27:00
84,Create Request for Quotation,Heinz Gutschmidt,2011-01-12 06:09:00,2011-01-12 06:12:00
46,Analyze Request for Quotation,Francois de Perrier,2011-01-12 06:09:00,2011-01-12 06:42:00
67,Amend Request for Quotation,Elvira Lores,2011-01-12 06:12:00,2011-01-12 06:26:00
74,Analyze Request for Quotation,Karel de Groot,2011-01-12 06:18:00,2011-01-12 06:47:00
72,Amend Request for Quotation,Clement Duchot,2011-01-12 06:21:00,2011-01-12 06:32:00
77,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 06:27:00,2011-01-12 06:47:00
86,Create Request for Quotation,Anna Kaufmann,2011-01-12 06:30:00,2011-01-12 06:41:00
64,Amend Request for Quotation,Alberto Duport,2011-01-12 06:33:00,2011-01-12 06:47:00
85,Analyze Request for Quotation,Francois de Perrier,2011-01-12 06:42:00,2011-01-12 07:17:00
76,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 06:47:00,2011-01-12 07:15:00
83,Create Quotation comparison Map,Karel de Groot,2011-01-12 06:47:00,2011-01-12 08:24:00
71,Amend Request for Quotation,Kim Passa,2011-01-12 06:51:00,2011-01-12 07:06:00
66,Amend Request for Quotation,Alberto Duport,2011-01-12 06:55:00,2011-01-12 07:05:00
80,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 07:15:00,2011-01-12 07:34:00
22,Approve Purchase Order for payment,Francois de Perrier,2011-01-12 07:17:00,2011-01-12 07:18:00
81,Analyze Request for Quotation,Francois de Perrier,2011-01-12 07:18:00,2011-01-12 07:46:00
46,Amend Request for Quotation,Anne Olwada,2011-01-12 07:25:00,2011-01-12 07:36:00
74,Amend Request for Quotation,Elvira Lores,2011-01-12 07:32:00,2011-01-12 07:42:00
51,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 07:34:00,2011-01-12 07:54:00
65,Analyze Request for Quotation,Francois de Perrier,2011-01-12 07:46:00,2011-01-12 08:05:00
67,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 07:54:00,2011-01-12 08:27:00
51,Create Quotation comparison Map,Francois de Perrier,2011-01-12 08:05:00,2011-01-12 14:09:00
70,Analyze Request for Quotation,Karel de Groot,2011-01-12 08:24:00,2011-01-12 08:50:00
80,Amend Request for Quotation,Esmana Liubiata,2011-01-12 08:24:00,2011-01-12 08:31:00
50,Release Purchase Order,Miu Hanwan,2011-01-12 08:26:00,2011-01-12 08:27:00
64,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 08:27:00,2011-01-12 09:08:00
81,Amend Request for Quotation,Nico Ojenbeer,2011-01-12 08:36:00,2011-01-12 08:43:00
59,Analyze Quotation Comparison Map,Clement Duchot,2011-01-12 08:54:00,2011-01-12 09:04:00
65,Amend Request for Quotation,Miu Hanwan,2011-01-12 08:55:00,2011-01-12 09:03:00
59,Choose best option,Fjodor Kowalski,2011-01-12 09:04:00,2011-01-12 09:04:00
71,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 09:08:00,2011-01-12 09:38:00
66,Analyze Request for Quotation,Karel de Groot,2011-01-12 09:13:00,2011-01-12 09:37:00
86,Analyze Request for Quotation,Karel de Groot,2011-01-12 09:37:00,2011-01-12 09:53:00
46,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 09:38:00,2011-01-12 10:05:00
70,Amend Request for Quotation,Anne Olwada,2011-01-12 09:41:00,2011-01-12 09:53:00
84,Analyze Request for Quotation,Karel de Groot,2011-01-12 09:53:00,2011-01-12 10:13:00
81,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 10:05:00,2011-01-12 10:26:00
77,Send Request for Quotation to Supplier,Karel de Groot,2011-01-12 10:13:00,2011-01-12 10:38:00
84,End,End,2011-01-12 10:13:00,2011-01-12 10:13:00
72,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 10:26:00,2011-01-12 10:50:00
71,Amend Request for Quotation,Kim Passa,2011-01-12 10:33:00,2011-01-12 10:41:00
86,Amend Request for Quotation,Miu Hanwan,2011-01-12 10:34:00,2011-01-12 10:42:00
80,Analyze Request for Quotation,Karel de Groot,2011-01-12 10:38:00,2011-01-12 10:58:00
49,Release Supplier's Invoice,Pedro Alvares,2011-01-12 10:42:00,2011-01-12 10:47:00
49,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-12 10:47:00,2011-01-12 10:47:00
67,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 10:50:00,2011-01-12 11:09:00
72,End,End,2011-01-12 10:50:00,2011-01-12 10:50:00
46,Amend Request for Quotation,Immanuel Karagianni,2011-01-12 10:52:00,2011-01-12 11:01:00
77,Create Quotation comparison Map,Karel de Groot,2011-01-12 10:58:00,2011-01-12 15:52:00
74,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 11:09:00,2011-01-12 11:23:00
49,Pay Invoice,Pedro Alvares,2011-01-12 11:13:00,2011-01-12 11:26:00
81,Amend Request for Quotation,Fjodor Kowalski,2011-01-12 11:16:00,2011-01-12 11:30:00
47,Confirm Purchase Order,Kiu Kan,2011-01-12 11:21:00,2011-01-12 11:47:00
65,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 11:23:00,2011-01-12 11:48:00
49,End,End,2011-01-12 11:26:00,2011-01-12 11:26:00
80,Amend Request for Quotation,Anna Kaufmann,2011-01-12 11:43:00,2011-01-12 11:54:00
52,Confirm Purchase Order,Kiu Kan,2011-01-12 11:47:00,2011-01-12 12:12:00
67,Create Quotation comparison Map,Magdalena Predutta,2011-01-12 11:48:00,2011-01-12 13:04:00
74,Amend Request for Quotation,Fjodor Kowalski,2011-01-12 12:09:00,2011-01-12 12:19:00
45,Confirm Purchase Order,Kiu Kan,2011-01-12 12:12:00,2011-01-12 12:19:00
30,Deliver Goods Services,Kiu Kan,2011-01-12 12:19:00,2011-01-14 02:49:00
29,Send Invoice,Kiu Kan,2011-01-12 12:19:00,2011-01-12 12:19:00
65,Amend Request for Quotation,Immanuel Karagianni,2011-01-12 12:34:00,2011-01-12 12:44:00
46,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 13:04:00,2011-01-12 13:26:00
89,Start,Start,2011-01-12 13:13:00,2011-01-12 13:13:00
89,Create Purchase Requisition,Miu Hanwan,2011-01-12 13:13:00,2011-01-12 14:06:00
59,Settle Conditions With Supplier,Magdalena Predutta,2011-01-12 13:26:00,2011-01-12 17:45:00
69,Confirm Purchase Order,Esmeralda Clay,2011-01-12 13:42:00,2011-01-12 13:52:00
22,Send Invoice,Esmeralda Clay,2011-01-12 13:52:00,2011-01-12 13:52:00
54,Confirm Purchase Order,Esmeralda Clay,2011-01-12 13:52:00,2011-01-12 14:21:00
81,Analyze Request for Quotation,Francois de Perrier,2011-01-12 14:09:00,2011-01-12 14:41:00
39,Confirm Purchase Order,Esmeralda Clay,2011-01-12 14:21:00,2011-01-12 14:42:00
85,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 14:41:00,2011-01-12 14:57:00
37,Deliver Goods Services,Esmeralda Clay,2011-01-12 14:42:00,2011-01-14 05:19:00
35,Send Invoice,Esmeralda Clay,2011-01-12 14:42:00,2011-01-12 14:42:00
68,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 14:57:00,2011-01-12 15:27:00
83,Analyze Quotation Comparison Map,Fjodor Kowalski,2011-01-12 15:06:00,2011-01-12 15:32:00
87,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-12 15:20:00,2011-01-12 15:26:00
79,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 15:27:00,2011-01-12 15:57:00
87,Create Request for Quotation,Maris Freeman,2011-01-12 15:31:00,2011-01-12 15:34:00
83,Choose best option,Nico Ojenbeer,2011-01-12 15:32:00,2011-01-12 15:32:00
81,Amend Request for Quotation,Christian Francois,2011-01-12 15:33:00,2011-01-12 15:47:00
71,Analyze Request for Quotation,Karel de Groot,2011-01-12 15:52:00,2011-01-12 16:11:00
85,Create Quotation comparison Map,Francois de Perrier,2011-01-12 15:57:00,2011-01-12 21:55:00
79,Create Quotation comparison Map,Karel de Groot,2011-01-12 16:11:00,2011-01-12 16:52:00
68,Create Quotation comparison Map,Karel de Groot,2011-01-12 16:52:00,2011-01-12 21:37:00
71,Amend Request for Quotation,Immanuel Karagianni,2011-01-12 17:03:00,2011-01-12 17:15:00
91,Start,Start,2011-01-12 17:43:00,2011-01-12 17:43:00
91,Create Purchase Requisition,Anna Kaufmann,2011-01-12 17:43:00,2011-01-12 18:19:00
87,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 17:45:00,2011-01-12 17:51:00
78,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 17:51:00,2011-01-12 18:12:00
66,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 18:12:00,2011-01-12 18:37:00
55,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-12 18:37:00,2011-01-12 18:50:00
87,Amend Request for Quotation,Nico Ojenbeer,2011-01-12 18:42:00,2011-01-12 18:47:00
44,Release Purchase Order,Alberto Duport,2011-01-12 18:44:00,2011-01-12 18:45:00
83,Settle Conditions With Supplier,Magdalena Predutta,2011-01-12 18:50:00,2011-01-13 00:34:00
67,Analyze Quotation Comparison Map,Fjodor Kowalski,2011-01-12 19:18:00,2011-01-12 19:45:00
67,Choose best option,Anne Olwada,2011-01-12 19:45:00,2011-01-12 19:45:00
51,Analyze Quotation Comparison Map,Immanuel Karagianni,2011-01-12 20:45:00,2011-01-12 20:59:00
51,Choose best option,Nico Ojenbeer,2011-01-12 20:59:00,2011-01-12 20:59:00
92,Create Purchase Requisition,Anna Kaufmann,2011-01-12 21:07:00,2011-01-12 21:13:00
92,Start,Start,2011-01-12 21:07:00,2011-01-12 21:07:00
43,Release Purchase Order,Immanuel Karagianni,2011-01-12 21:23:00,2011-01-12 21:24:00
93,Create Purchase Requisition,Fjodor Kowalski,2011-01-12 21:44:00,2011-01-12 21:55:00
93,Start,Start,2011-01-12 21:44:00,2011-01-12 21:44:00
46,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 21:55:00,2011-01-12 22:07:00
65,Analyze Request for Quotation,Karel de Groot,2011-01-12 21:58:00,2011-01-12 22:28:00
50,Approve Purchase Order for payment,Francois de Perrier,2011-01-12 22:07:00,2011-01-12 22:08:00
59,Create Purchase Order,Francois de Perrier,2011-01-12 22:08:00,2011-01-12 22:18:00
58,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 22:18:00,2011-01-12 22:44:00
61,Amend Request for Quotation,Heinz Gutschmidt,2011-01-12 22:27:00,2011-01-12 22:48:00
78,Create Quotation comparison Map,Karel de Groot,2011-01-12 22:28:00,2011-01-13 00:44:00
86,Analyze Request for Quotation,Francois de Perrier,2011-01-12 22:44:00,2011-01-12 23:05:00
77,Analyze Quotation Comparison Map,Nico Ojenbeer,2011-01-12 22:55:00,2011-01-12 23:13:00
86,End,End,2011-01-12 23:05:00,2011-01-12 23:05:00
75,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 23:05:00,2011-01-12 23:37:00
77,Choose best option,Esmana Liubiata,2011-01-12 23:13:00,2011-01-12 23:13:00
51,Settle Conditions With Supplier,Francois de Perrier,2011-01-12 23:37:00,2011-01-13 08:10:00
79,Analyze Quotation Comparison Map,Alberto Duport,2011-01-12 23:37:00,2011-01-13 00:03:00
94,Start,Start,2011-01-12 23:39:00,2011-01-12 23:39:00
94,Create Purchase Requisition,Nico Ojenbeer,2011-01-12 23:39:00,2011-01-12 23:55:00
79,Choose best option,Penn Osterwalder,2011-01-13 00:03:00,2011-01-13 00:03:00
26,Confirm Purchase Order,Sean Manney,2011-01-13 00:26:00,2011-01-13 00:50:00
58,Create Quotation comparison Map,Magdalena Predutta,2011-01-13 00:34:00,2011-01-13 03:00:00
46,Create Quotation comparison Map,Karel de Groot,2011-01-13 00:44:00,2011-01-13 03:34:00
53,Confirm Purchase Order,Sean Manney,2011-01-13 00:50:00,2011-01-13 01:14:00
93,Create Request for Quotation,Clement Duchot,2011-01-13 00:58:00,2011-01-13 01:08:00
40,Confirm Purchase Order,Sean Manney,2011-01-13 01:14:00,2011-01-13 01:22:00
56,Confirm Purchase Order,Sean Manney,2011-01-13 01:22:00,2011-01-13 01:42:00
39,Deliver Goods Services,Sean Manney,2011-01-13 01:42:00,2011-01-14 01:31:00
94,Create Request for Quotation,Immanuel Karagianni,2011-01-13 01:49:00,2011-01-13 02:01:00
45,Deliver Goods Services,Carmen Finacse,2011-01-13 01:59:00,2011-01-14 03:48:00
96,Start,Start,2011-01-13 02:33:00,2011-01-13 02:33:00
96,Create Purchase Requisition,Christian Francois,2011-01-13 02:33:00,2011-01-13 03:06:00
29,Release Supplier's Invoice,Pedro Alvares,2011-01-13 02:41:00,2011-01-13 02:48:00
71,Analyze Request for Quotation,Magdalena Predutta,2011-01-13 03:00:00,2011-01-13 03:15:00
79,Settle Conditions With Supplier,Magdalena Predutta,2011-01-13 03:15:00,2011-01-13 07:14:00
29,Settle Dispute With Supplier,Karalda Nimwada,2011-01-13 03:18:00,2011-01-13 03:32:00
96,Create Request for Quotation,Anne Olwada,2011-01-13 03:30:00,2011-01-13 03:41:00
29,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-13 03:32:00,2011-01-13 03:32:00
73,Send Request for Quotation to Supplier,Karel de Groot,2011-01-13 03:34:00,2011-01-13 03:55:00
83,Create Purchase Order,Karel de Groot,2011-01-13 03:55:00,2011-01-13 04:08:00
29,Pay Invoice,Karalda Nimwada,2011-01-13 03:58:00,2011-01-13 04:08:00
22,Release Supplier's Invoice,Pedro Alvares,2011-01-13 04:04:00,2011-01-13 04:09:00
44,Approve Purchase Order for payment,Karel de Groot,2011-01-13 04:08:00,2011-01-13 04:09:00
29,End,End,2011-01-13 04:08:00,2011-01-13 04:08:00
55,Create Quotation comparison Map,Karel de Groot,2011-01-13 04:09:00,2011-01-13 07:07:00
68,Analyze Quotation Comparison Map,Penn Osterwalder,2011-01-13 04:09:00,2011-01-13 04:42:00
22,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-13 04:09:00,2011-01-13 04:09:00
85,Analyze Quotation Comparison Map,Immanuel Karagianni,2011-01-13 04:27:00,2011-01-13 04:42:00
68,Choose best option,Alberto Duport,2011-01-13 04:42:00,2011-01-13 04:42:00
85,Choose best option,Christian Francois,2011-01-13 04:42:00,2011-01-13 04:42:00
22,Pay Invoice,Pedro Alvares,2011-01-13 04:51:00,2011-01-13 04:58:00
35,Release Supplier's Invoice,Karalda Nimwada,2011-01-13 04:57:00,2011-01-13 05:01:00
22,End,End,2011-01-13 04:58:00,2011-01-13 04:58:00
35,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-13 05:01:00,2011-01-13 05:01:00
89,Analyze Purchase Requisition,Maris Freeman,2011-01-13 05:12:00,2011-01-13 05:19:00
35,Pay Invoice,Pedro Alvares,2011-01-13 05:13:00,2011-01-13 05:24:00
89,End,End,2011-01-13 05:19:00,2011-01-13 05:19:00
35,End,End,2011-01-13 05:24:00,2011-01-13 05:24:00
87,Analyze Request for Quotation,Karel de Groot,2011-01-13 07:07:00,2011-01-13 07:30:00
91,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-13 07:10:00,2011-01-13 07:17:00
