Case ID,Activity,Resource,Start Timestamp,Complete Timestamp
Case228,Turning & Milling Q.C.,ID4618,2012-01-10 15:15:00,2012-01-10 16:04:00
Case248,Lapping,ID4882,2012-01-10 15:47:00,2012-01-10 17:34:00
Case233,Round Grinding,ID4355,2012-01-10 16:04:00,2012-01-10 17:45:00
Case210,Round Grinding,ID4872,2012-01-10 16:14:00,2012-01-10 23:35:00
Case187,Round Grinding,ID4355,2012-01-10 17:44:00,2012-01-10 20:04:00
Case207,Turning & Milling,ID4529,2012-01-10 20:00:00,2012-01-11 01:00:00
Case187,Round Grinding,ID4445,2012-01-10 20:05:00,2012-01-11 06:52:00
Case233,Round Grinding,ID4355,2012-01-10 20:06:00,2012-01-10 20:51:00
Case233,Round Grinding,ID4355,2012-01-10 20:52:00,2012-01-10 23:39:00
Case207,Turning & Milling,ID4429,2012-01-11 00:00:00,2012-01-11 01:15:00
Case253,Lapping,ID4882,2012-01-11 00:00:00,2012-01-11 01:15:00
Case207,Turning & Milling,ID4429,2012-01-11 00:00:00,2012-01-11 01:15:00
Case210,Packing,ID4820,2012-01-11 00:00:00,2012-01-11 01:00:00
Case154,Packing,ID4820,2012-01-11 00:00:00,2012-01-11 01:00:00
Case233,Round Grinding,ID4445,2012-01-11 00:12:00,2012-01-11 04:04:00
Case154,End,End,2012-01-11 01:00:00,2012-01-11 01:00:00
Case248,Round Grinding,ID4445,2012-01-11 04:05:00,2012-01-11 06:29:00
Case248,Round Grinding,ID4445,2012-01-11 06:29:00,2012-01-11 06:52:00
Case248,Round Grinding,ID4385,2012-01-11 06:56:00,2012-01-11 11:35:00
Case244,Round Grinding,ID4528,2012-01-11 06:57:00,2012-01-11 11:19:00
Case187,Round Grinding,ID4385,2012-01-11 06:57:00,2012-01-11 15:54:00
Case219,Final Inspection Q.C.,ID4493,2012-01-11 07:00:00,2012-01-11 12:49:00
Case233,Final Inspection Q.C.,ID4287,2012-01-11 07:00:00,2012-01-11 10:00:00
Case207,Turning & Milling,ID4429,2012-01-11 07:13:00,2012-01-11 09:06:00
Case194,Turning & Milling,ID4132,2012-01-11 07:16:00,2012-01-11 16:28:00
Case230,Turning & Milling Q.C.,ID4618,2012-01-11 07:42:00,2012-01-11 08:57:00
Case269,Turning & Milling,ID0997,2012-01-11 07:48:00,2012-01-11 11:43:00
Case192,Start,Start,2012-01-11 08:00:00,2012-01-11 08:00:00
Case192,Rework Milling,ID3641,2012-01-11 08:00:00,2012-01-11 10:00:00
Case203,Lapping,ID4882,2012-01-11 08:09:00,2012-01-11 08:38:00
Case208,Laser Marking,ID0998,2012-01-11 08:09:00,2012-01-11 09:02:00
Case211,Final Inspection Q.C.,ID4618,2012-01-11 08:27:00,2012-01-11 16:04:00
Case228,Turning & Milling Q.C.,ID4618,2012-01-11 09:07:00,2012-01-11 10:22:00
Case207,Turning & Milling,ID4794,2012-01-11 09:43:00,2012-01-11 15:52:00
Case148,Rework Milling,ID3641,2012-01-11 10:00:00,2012-01-11 11:30:00
Case148,Start,Start,2012-01-11 10:00:00,2012-01-11 10:00:00
Case192,Turning & Milling Q.C.,ID4287,2012-01-11 10:08:00,2012-01-11 11:09:00
Case255,Final Inspection Q.C.,ID4618,2012-01-11 10:22:00,2012-01-11 11:22:00
Case244,Final Inspection Q.C.,ID4287,2012-01-11 11:00:00,2012-01-11 12:40:00
Case244,Round Grinding,ID4528,2012-01-11 11:20:00,2012-01-11 12:38:00
Case155,Final Inspection Q.C.,ID4618,2012-01-11 12:04:00,2012-01-11 13:19:00
Case244,Round Grinding,ID4528,2012-01-11 12:38:00,2012-01-11 14:05:00
Case269,Turning & Milling Q.C.,ID4287,2012-01-11 12:40:00,2012-01-11 13:53:00
Case269,Turning & Milling,ID0997,2012-01-11 13:04:00,2012-01-11 15:04:00
Case269,Turning & Milling,ID0997,2012-01-11 13:05:00,2012-01-11 17:54:00
Case233,Final Inspection Q.C.,ID4287,2012-01-11 13:24:00,2012-01-11 15:00:00
Case232,Round Grinding,ID4528,2012-01-11 14:05:00,2012-01-11 15:05:00
Case253,Laser Marking,ID4882,2012-01-11 14:23:00,2012-01-11 15:38:00
Case228,Laser Marking,ID4882,2012-01-11 14:31:00,2012-01-11 15:46:00
Case232,Round Grinding,ID4528,2012-01-11 15:06:00,2012-01-11 17:43:00
Case269,Turning & Milling Q.C.,ID4287,2012-01-11 15:10:00,2012-01-11 16:20:00
Case228,Flat Grinding,ID0998,2012-01-11 15:45:00,2012-01-11 17:44:00
Case187,Round Grinding,ID4355,2012-01-11 15:54:00,2012-01-11 19:59:00
Case207,Turning & Milling,ID4718,2012-01-11 16:04:00,2012-01-11 23:42:00
Case210,Round Grinding,ID4872,2012-01-11 16:18:00,2012-01-11 17:45:00
Case194,Turning & Milling Q.C.,ID4287,2012-01-11 16:20:00,2012-01-11 17:52:00
Case200,Grinding Rework,ID4872,2012-01-11 17:45:00,2012-01-11 18:59:00
Case179,Start,Start,2012-01-11 18:59:00,2012-01-11 18:59:00
Case179,Grinding Rework,ID4872,2012-01-11 18:59:00,2012-01-11 22:51:00
Case187,Round Grinding,ID4445,2012-01-11 20:00:00,2012-01-12 06:44:00
Case207,Turning & Milling,ID4529,2012-01-11 23:00:00,2012-01-12 06:30:00
Case203,Packing,ID4820,2012-01-12 00:00:00,2012-01-12 01:00:00
Case250,Packing,ID4820,2012-01-12 00:00:00,2012-01-12 01:00:00
Case250,End,End,2012-01-12 01:00:00,2012-01-12 01:00:00
Case203,Final Inspection Q.C.,ID4618,2012-01-12 06:50:00,2012-01-12 07:03:00
Case232,Round Grinding,ID4528,2012-01-12 06:53:00,2012-01-12 12:34:00
Case187,Round Grinding,ID4385,2012-01-12 06:59:00,2012-01-12 15:51:00
Case269,Turning & Milling Q.C.,ID4287,2012-01-12 07:00:00,2012-01-12 08:40:00
Case203,End,End,2012-01-12 07:03:00,2012-01-12 07:03:00
Case194,Turning & Milling,ID4132,2012-01-12 07:05:00,2012-01-12 17:42:00
Case207,Turning & Milling,ID4794,2012-01-12 07:06:00,2012-01-12 18:07:00
Case21,Turning & Milling,ID4167,2012-01-12 07:27:00,2012-01-12 17:55:00
Case21,Start,Start,2012-01-12 07:27:00,2012-01-12 07:27:00
Case200,Final Inspection Q.C.,ID4493,2012-01-12 07:45:00,2012-01-12 08:13:00
Case249,Turning & Milling,ID0997,2012-01-12 08:03:00,2012-01-12 15:05:00
Case249,Start,Start,2012-01-12 08:03:00,2012-01-12 08:03:00
Case200,Final Inspection Q.C.,ID4493,2012-01-12 08:20:00,2012-01-12 09:35:00
Case244,Final Inspection Q.C.,ID4287,2012-01-12 09:00:00,2012-01-12 12:30:00
Case228,Final Inspection Q.C.,ID4618,2012-01-12 11:30:00,2012-01-12 12:50:00
Case231,Lapping,ID0998,2012-01-12 12:25:00,2012-01-12 15:27:00
Case231,Start,Start,2012-01-12 12:25:00,2012-01-12 12:25:00
Case232,Lapping,ID4528,2012-01-12 12:34:00,2012-01-12 12:53:00
Case194,Turning & Milling Q.C.,ID4287,2012-01-12 12:42:00,2012-01-12 15:51:00
Case232,Round Grinding,ID4528,2012-01-12 12:53:00,2012-01-12 13:59:00
Case232,Round Grinding,ID4528,2012-01-12 13:59:00,2012-01-12 15:43:00
Case210,Final Inspection Q.C.,ID4618,2012-01-12 15:05:00,2012-01-12 15:59:00
Case249,Turning & Milling,ID0997,2012-01-12 15:06:00,2012-01-12 16:00:00
Case187,Round Grinding,ID4872,2012-01-12 16:04:00,2012-01-12 23:42:00
Case194,Turning & Milling,ID4641,2012-01-12 20:49:00,2012-01-13 06:28:00
Case21,Turning & Milling,ID4529,2012-01-12 23:40:00,2012-01-13 06:26:00
Case207,Turning & Milling,ID4529,2012-01-12 23:41:00,2012-01-13 00:56:00
Case207,Turning & Milling,ID4529,2012-01-12 23:42:00,2012-01-13 06:17:00
Case155,Packing,ID4820,2012-01-13 00:00:00,2012-01-13 01:00:00
Case187,Round Grinding,ID4445,2012-01-13 00:21:00,2012-01-13 03:18:00
Case155,End,End,2012-01-13 01:00:00,2012-01-13 01:00:00
Case194,Turning & Milling,ID3846,2012-01-13 06:52:00,2012-01-13 12:48:00
Case249,Turning & Milling Q.C.,ID4287,2012-01-13 06:53:00,2012-01-13 07:41:00
Case207,Turning & Milling Q.C.,ID4163,2012-01-13 07:00:00,2012-01-13 08:00:00
Case21,Turning & Milling Q.C.,ID4618,2012-01-13 07:00:00,2012-01-13 12:50:00
Case21,Turning & Milling,ID4932,2012-01-13 07:23:00,2012-01-13 08:38:00
Case21,Turning & Milling,ID4932,2012-01-13 07:24:00,2012-01-13 12:50:00
Case249,Turning & Milling,ID0997,2012-01-13 07:48:00,2012-01-13 12:40:00
Case207,Turning & Milling Q.C.,ID4163,2012-01-13 08:00:00,2012-01-13 08:20:00
Case207,Turning & Milling Q.C.,ID4163,2012-01-13 08:20:00,2012-01-13 08:30:00
Case207,Turning & Milling Q.C.,ID4163,2012-01-13 08:30:00,2012-01-13 08:40:00
Case179,Final Inspection Q.C.,ID4163,2012-01-13 09:00:00,2012-01-13 10:00:00
Case207,Turning & Milling,ID4429,2012-01-13 09:32:00,2012-01-13 09:33:00
Case228,Final Inspection Q.C.,ID4618,2012-01-13 09:39:00,2012-01-13 10:54:00
Case194,Turning & Milling Q.C.,ID4287,2012-01-13 11:00:00,2012-01-13 12:30:00
Case211,Final Inspection Q.C.,ID4618,2012-01-13 12:03:00,2012-01-13 13:18:00
Case244,Final Inspection Q.C.,ID4287,2012-01-13 12:25:00,2012-01-13 12:52:00
Case194,Turning & Milling,ID4132,2012-01-13 12:48:00,2012-01-14 09:00:00
Case194,Stress Relief,ID4932,2012-01-14 09:00:00,2012-01-14 13:00:00
Case21,Turning & Milling,ID4932,2012-01-14 13:00:00,2012-01-14 22:00:00
Case21,Turning & Milling,ID4794,2012-01-14 17:00:00,2012-01-15 04:41:00
Case232,Round Grinding,ID4528,2012-01-14 21:46:00,2012-01-14 23:54:00
Case21,Turning & Milling,ID4794,2012-01-14 22:15:00,2012-01-15 09:52:00
Case239,Turning & Milling,ID4794,2012-01-14 22:56:00,2012-01-15 06:38:00
Case239,Start,Start,2012-01-14 22:56:00,2012-01-14 22:56:00
Case194,Turning & Milling,ID4132,2012-01-14 23:55:00,2012-01-15 03:17:00
Case232,Round Grinding,ID4528,2012-01-14 23:55:00,2012-01-15 00:25:00
Case228,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case233,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case211,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case179,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case21,Turning & Milling Q.C.,ID4529,2012-01-15 00:00:00,2012-01-15 01:15:00
Case211,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case244,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case200,Packing,ID4820,2012-01-15 00:00:00,2012-01-15 01:00:00
Case232,Round Grinding,ID4528,2012-01-15 00:26:00,2012-01-15 06:40:00
Case228,End,End,2012-01-15 01:00:00,2012-01-15 01:00:00
Case244,End,End,2012-01-15 01:00:00,2012-01-15 01:00:00
Case211,End,End,2012-01-15 01:00:00,2012-01-15 01:00:00
Case253,Final Inspection Q.C.,ID4618,2012-01-15 06:50:00,2012-01-15 07:02:00
Case233,Final Inspection Q.C.,ID4287,2012-01-15 06:52:00,2012-01-15 07:13:00
Case233,End,End,2012-01-15 07:13:00,2012-01-15 07:13:00
Case215,Final Inspection Q.C.,ID4618,2012-01-15 07:19:00,2012-01-15 10:55:00
Case20,Turning & Milling,ID4167,2012-01-15 08:16:00,2012-01-15 14:06:00
Case20,Start,Start,2012-01-15 08:16:00,2012-01-15 08:16:00
Case194,Turning & Milling Q.C.,ID4287,2012-01-15 09:00:00,2012-01-15 17:58:00
Case194,Turning,ID3846,2012-01-15 09:18:00,2012-01-15 16:25:00
Case210,Final Inspection Q.C.,ID4618,2012-01-15 09:20:00,2012-01-15 09:21:00
Case249,Turning & Milling,ID0997,2012-01-15 09:32:00,2012-01-15 17:58:00
Case239,Turning & Milling,ID4429,2012-01-15 09:45:00,2012-01-15 10:34:00
Case239,Turning & Milling,ID4529,2012-01-15 10:31:00,2012-01-15 13:39:00
Case231,Round Grinding,ID4355,2012-01-15 10:52:00,2012-01-15 14:26:00
Case239,Turning & Milling Q.C.,ID4618,2012-01-15 11:03:00,2012-01-15 11:29:00
Case21,Turning & Milling Q.C.,ID4618,2012-01-15 11:33:00,2012-01-15 12:37:00
Case219,Final Inspection Q.C.,ID4493,2012-01-15 12:14:00,2012-01-15 12:15:00
Case187,Round Grinding,ID4445,2012-01-15 12:21:00,2012-01-15 16:09:00
Case248,Final Inspection Q.C.,ID4493,2012-01-15 12:30:00,2012-01-15 15:11:00
Case20,Turning & Milling,ID4167,2012-01-15 14:07:00,2012-01-15 15:36:00
Case20,Turning & Milling Q.C.,ID4618,2012-01-15 14:07:00,2012-01-15 16:08:00
Case231,Round Grinding,ID4355,2012-01-15 14:27:00,2012-01-15 16:09:00
Case207,Turning & Milling Q.C.,ID4163,2012-01-15 14:30:00,2012-01-15 14:43:00
Case21,Turning & Milling Q.C.,ID4167,2012-01-15 15:04:00,2012-01-15 15:32:00
Case187,Lapping,ID4882,2012-01-15 15:14:00,2012-01-15 15:57:00
Case21,Turning & Milling Q.C.,ID4618,2012-01-15 15:31:00,2012-01-15 16:09:00
Case231,Round Grinding,ID4385,2012-01-15 16:18:00,2012-01-15 23:38:00
Case187,Round Grinding,ID4385,2012-01-15 16:19:00,2012-01-15 23:39:00
Case194,Turning,ID3846,2012-01-15 16:26:00,2012-01-15 17:52:00
Case11,Turning & Milling,ID4132,2012-01-15 18:04:00,2012-01-15 23:40:00
Case11,Start,Start,2012-01-15 18:04:00,2012-01-15 18:04:00
Case232,Round Grinding,ID4528,2012-01-15 20:02:00,2012-01-15 23:32:00
Case249,Turning & Milling,ID4932,2012-01-15 20:06:00,2012-01-15 22:15:00
Case20,Turning & Milling,ID4794,2012-01-15 21:14:00,2012-01-15 22:24:00
Case239,Turning & Milling,ID4794,2012-01-15 21:15:00,2012-01-16 02:37:00
Case20,Turning & Milling,ID4794,2012-01-15 22:25:00,2012-01-16 02:34:00
Case187,Round Grinding,ID4528,2012-01-15 23:33:00,2012-01-16 05:17:00
Case231,Round Grinding,ID4528,2012-01-15 23:34:00,2012-01-16 04:33:00
Case241,Turning & Milling,ID4429,2012-01-16 00:00:00,2012-01-16 01:15:00
Case210,Packing,ID4820,2012-01-16 00:00:00,2012-01-16 01:00:00
Case253,Packing,ID4820,2012-01-16 00:00:00,2012-01-16 01:00:00
Case241,Start,Start,2012-01-16 00:00:00,2012-01-16 00:00:00
Case253,Packing,ID4820,2012-01-16 00:00:00,2012-01-16 01:00:00
Case255,Packing,ID4820,2012-01-16 00:00:00,2012-01-16 01:00:00
Case210,End,End,2012-01-16 01:00:00,2012-01-16 01:00:00
Case253,End,End,2012-01-16 01:00:00,2012-01-16 01:00:00
Case255,End,End,2012-01-16 01:00:00,2012-01-16 01:00:00
Case20,Turning & Milling,ID4794,2012-01-16 02:36:00,2012-01-16 04:38:00
Case243,Turning & Milling,ID4794,2012-01-16 02:38:00,2012-01-16 06:36:00
Case243,Start,Start,2012-01-16 02:38:00,2012-01-16 02:38:00
Case232,Round Grinding,ID4528,2012-01-16 05:20:00,2012-01-16 06:55:00
Case11,Turning & Milling,ID4641,2012-01-16 06:59:00,2012-01-16 09:49:00
Case243,Turning & Milling,ID4529,2012-01-16 07:00:00,2012-01-16 11:00:00
Case224,Start,Start,2012-01-16 07:00:00,2012-01-16 07:00:00
Case249,Turning & Milling Q.C.,ID4287,2012-01-16 07:00:00,2012-01-16 08:40:00
Case224,Turning & Milling Q.C.,ID4163,2012-01-16 07:00:00,2012-01-16 08:40:00
Case194,Turning,ID3846,2012-01-16 07:03:00,2012-01-16 15:58:00
Case20,Turning & Milling,ID4429,2012-01-16 07:29:00,2012-01-16 16:26:00
Case201,Turning & Milling,ID4219,2012-01-16 08:00:00,2012-01-16 16:09:00
Case265,Laser Marking,ID0998,2012-01-16 08:12:00,2012-01-16 08:28:00
Case265,Lapping,ID0998,2012-01-16 08:28:00,2012-01-16 09:37:00
Case11,Turning & Milling Q.C.,ID4287,2012-01-16 09:00:00,2012-01-16 09:54:00
Case224,Turning & Milling Q.C.,ID4163,2012-01-16 09:00:00,2012-01-16 09:30:00
Case11,Turning & Milling,ID4641,2012-01-16 09:50:00,2012-01-16 16:22:00
Case194,Turning & Milling Q.C.,ID4287,2012-01-16 10:00:00,2012-01-16 10:30:00
Case243,Turning & Milling Q.C.,ID4287,2012-01-16 10:30:00,2012-01-16 12:48:00
Case243,Turning & Milling,ID4529,2012-01-16 11:01:00,2012-01-16 16:39:00
Case263,Nitration Q.C.,ID4287,2012-01-16 13:20:00,2012-01-16 15:00:00
Case265,Round Grinding,ID4872,2012-01-16 13:37:00,2012-01-16 14:54:00
Case249,Flat Grinding,ID0998,2012-01-16 13:39:00,2012-01-16 16:08:00
Case235,Turning & Milling Q.C.,ID4163,2012-01-16 14:11:00,2012-01-16 14:12:00
Case235,Start,Start,2012-01-16 14:11:00,2012-01-16 14:11:00
Case265,Round Grinding,ID4872,2012-01-16 14:54:00,2012-01-16 15:53:00
Case249,Lapping,ID0998,2012-01-16 16:08:00,2012-01-16 17:22:00
Case256,Turning,ID0997,2012-01-16 16:21:00,2012-01-16 17:51:00
Case256,Start,Start,2012-01-16 16:21:00,2012-01-16 16:21:00
Case194,Turning,ID4641,2012-01-16 16:22:00,2012-01-16 17:48:00
Case235,Turning & Milling Q.C.,ID4163,2012-01-16 16:24:00,2012-01-16 18:00:00
Case235,Turning & Milling,ID4132,2012-01-16 16:58:00,2012-01-16 18:08:00
Case20,Turning & Milling,ID4529,2012-01-16 17:05:00,2012-01-16 17:52:00
Case194,Turning,ID4641,2012-01-16 17:49:00,2012-01-16 17:50:00
Case11,Turning & Milling,ID4132,2012-01-16 18:08:00,2012-01-16 23:38:00
Case187,Round Grinding,ID4385,2012-01-16 19:28:00,2012-01-16 21:20:00
Case256,Turning,ID4932,2012-01-16 20:11:00,2012-01-17 02:04:00
Case232,Round Grinding,ID4528,2012-01-16 20:14:00,2012-01-16 23:50:00
Case20,Turning & Milling,ID4794,2012-01-16 20:14:00,2012-01-17 06:49:00
Case258,Start,Start,2012-01-16 20:16:00,2012-01-16 20:16:00
Case258,Turning & Milling,ID4794,2012-01-16 20:16:00,2012-01-17 00:00:00
Case187,Round Grinding,ID4385,2012-01-16 21:21:00,2012-01-16 23:40:00
Case11,Turning & Milling,ID4932,2012-01-16 23:39:00,2012-01-17 06:37:00
Case215,Packing,ID4820,2012-01-17 00:00:00,2012-01-17 01:00:00
Case219,Packing,ID4820,2012-01-17 00:00:00,2012-01-17 01:00:00
Case241,Turning & Milling,ID4429,2012-01-17 00:00:00,2012-01-17 01:15:00
Case258,Turning & Milling,ID4794,2012-01-17 00:01:00,2012-01-17 01:50:00
Case256,Turning,ID4794,2012-01-17 02:04:00,2012-01-17 06:21:00
Case265,Round Grinding,ID4872,2012-01-17 06:50:00,2012-01-17 07:18:00
Case194,Turning Q.C.,ID4287,2012-01-17 07:00:00,2012-01-17 08:40:00
Case10,Start,Start,2012-01-17 07:01:00,2012-01-17 07:01:00
Case10,Turning & Milling,ID3846,2012-01-17 07:01:00,2012-01-17 11:05:00
Case265,Round Grinding,ID4872,2012-01-17 07:22:00,2012-01-17 11:10:00
Case201,Turning & Milling,ID4219,2012-01-17 07:37:00,2012-01-17 09:28:00
Case215,Final Inspection Q.C.,ID4618,2012-01-17 08:15:00,2012-01-17 09:30:00
Case243,Turning & Milling Q.C.,ID4618,2012-01-17 08:38:00,2012-01-17 10:44:00
Case215,End,End,2012-01-17 09:30:00,2012-01-17 09:30:00
Case201,Turning & Milling,ID0997,2012-01-17 10:01:00,2012-01-17 12:55:00
Case256,Turning Q.C.,ID4287,2012-01-17 10:30:00,2012-01-17 12:50:00
Case11,Turning & Milling,ID4641,2012-01-17 10:46:00,2012-01-17 12:01:00
Case10,Turning Q.C.,ID4618,2012-01-17 11:00:00,2012-01-17 11:15:00
Case188,Turning & Milling Q.C.,ID4618,2012-01-17 11:18:00,2012-01-17 11:22:00
Case258,Turning & Milling,ID4529,2012-01-17 11:26:00,2012-01-17 13:13:00
Case239,Turning & Milling Q.C.,ID4618,2012-01-17 11:28:00,2012-01-17 13:33:00
Case263,Laser Marking,ID0998,2012-01-17 11:58:00,2012-01-17 12:11:00
Case263,Lapping,ID0998,2012-01-17 12:47:00,2012-01-17 13:27:00
Case249,Round Grinding,ID4872,2012-01-17 12:48:00,2012-01-17 13:32:00
Case265,Final Inspection Q.C.,ID4618,2012-01-17 13:00:00,2012-01-17 18:03:00
Case256,Turning,ID0997,2012-01-17 13:00:00,2012-01-17 15:00:00
Case232,Final Inspection Q.C.,ID4493,2012-01-17 13:00:00,2012-01-17 17:00:00
Case196,Turning & Milling Q.C.,ID4163,2012-01-17 13:20:00,2012-01-17 15:59:00
Case196,Start,Start,2012-01-17 13:20:00,2012-01-17 13:20:00
Case230,Laser Marking,ID0998,2012-01-17 13:27:00,2012-01-17 14:25:00
Case13,Start,Start,2012-01-17 13:47:00,2012-01-17 13:47:00
Case13,Turning,ID3846,2012-01-17 13:47:00,2012-01-17 15:17:00
Case230,Flat Grinding,ID0998,2012-01-17 14:25:00,2012-01-17 16:45:00
Case230,Laser Marking,ID4882,2012-01-17 15:02:00,2012-01-17 15:53:00
Case20,Turning & Milling Q.C.,ID4618,2012-01-17 15:26:00,2012-01-17 15:53:00
Case13,Turning,ID3846,2012-01-17 15:31:00,2012-01-17 15:56:00
Case20,Turning & Milling,ID4167,2012-01-17 15:50:00,2012-01-17 18:50:00
Case13,Turning,ID4132,2012-01-17 16:23:00,2012-01-17 19:23:00
Case256,Turning,ID4219,2012-01-17 16:48:00,2012-01-17 18:08:00
Case26,Start,Start,2012-01-17 17:17:00,2012-01-17 17:17:00
Case26,Turning & Milling,ID4167,2012-01-17 17:17:00,2012-01-17 17:57:00
Case256,Turning,ID4219,2012-01-17 18:09:00,2012-01-17 18:40:00
Case256,Turning,ID4219,2012-01-17 18:41:00,2012-01-17 18:45:00
Case10,Turning & Milling,ID4132,2012-01-17 19:24:00,2012-01-17 20:01:00
Case10,Turning & Milling,ID4132,2012-01-17 20:01:00,2012-01-17 23:43:00
Case24,Start,Start,2012-01-17 20:01:00,2012-01-17 20:01:00
Case24,Turning & Milling,ID4932,2012-01-17 20:01:00,2012-01-17 23:24:00
Case26,Turning & Milling,ID4794,2012-01-17 20:09:00,2012-01-17 22:36:00
Case256,Turning,ID4794,2012-01-17 20:10:00,2012-01-18 06:31:00
Case249,Round Grinding,ID4385,2012-01-17 20:59:00,2012-01-18 00:53:00
Case26,Turning & Milling,ID4794,2012-01-17 22:37:00,2012-01-18 06:32:00
Case24,Turning & Milling,ID4932,2012-01-17 23:25:00,2012-01-18 04:03:00
Case10,Turning & Milling,ID4794,2012-01-17 23:49:00,2012-01-18 06:32:00
Case219,Packing,ID4820,2012-01-18 00:00:00,2012-01-18 01:00:00
Case248,Packing,ID4820,2012-01-18 00:00:00,2012-01-18 01:00:00
Case13,Packing,ID4820,2012-01-18 00:00:00,2012-01-18 01:00:00
Case232,Packing,ID4820,2012-01-18 00:00:00,2012-01-18 01:00:00
Case249,Round Grinding,ID4385,2012-01-18 00:53:00,2012-01-18 02:07:00
Case219,End,End,2012-01-18 01:00:00,2012-01-18 01:00:00
Case13,Turning Q.C.,ID4618,2012-01-18 06:50:00,2012-01-18 07:43:00
Case10,Turning & Milling,ID3846,2012-01-18 06:59:00,2012-01-18 07:24:00
Case11,Turning & Milling Q.C.,ID4287,2012-01-18 07:00:00,2012-01-18 08:38:00
Case248,Final Inspection Q.C.,ID4493,2012-01-18 07:00:00,2012-01-18 08:24:00
Case201,Milling,ID4326,2012-01-18 07:00:00,2012-01-18 18:00:00
Case249,Round Grinding,ID4355,2012-01-18 07:03:00,2012-01-18 16:03:00
Case256,Turning,ID0997,2012-01-18 07:10:00,2012-01-18 14:59:00
Case258,Turning & Milling,ID4529,2012-01-18 07:15:00,2012-01-18 07:41:00
Case273,Turning & Milling,ID3846,2012-01-18 07:25:00,2012-01-18 14:15:00
Case273,Start,Start,2012-01-18 07:25:00,2012-01-18 07:25:00
Case13,Laser Marking,ID4872,2012-01-18 07:45:00,2012-01-18 08:25:00
Case263,Round Grinding,ID4872,2012-01-18 08:09:00,2012-01-18 09:11:00
Case238,Laser Marking,ID4445,2012-01-18 08:18:00,2012-01-18 11:37:00
Case248,End,End,2012-01-18 08:24:00,2012-01-18 08:24:00
Case11,Turning & Milling,ID4641,2012-01-18 08:35:00,2012-01-18 09:50:00
Case11,Turning & Milling,ID4641,2012-01-18 08:36:00,2012-01-18 09:56:00
Case24,Turning & Milling Q.C.,ID4493,2012-01-18 08:36:00,2012-01-18 12:07:00
Case263,Round Grinding,ID4287,2012-01-18 09:00:00,2012-01-18 10:15:00
Case263,Final Inspection Q.C.,ID4287,2012-01-18 09:00:00,2012-01-18 09:00:00
Case263,Final Inspection Q.C.,ID4287,2012-01-18 09:00:00,2012-01-18 12:50:00
Case263,Round Grinding,ID4872,2012-01-18 09:12:00,2012-01-18 15:45:00
Case231,Round Grinding,ID4163,2012-01-18 09:42:00,2012-01-18 12:50:00
Case11,Turning & Milling,ID4641,2012-01-18 09:57:00,2012-01-18 15:32:00
Case11,Turning & Milling Q.C.,ID4618,2012-01-18 10:14:00,2012-01-18 11:29:00
Case265,Final Inspection Q.C.,ID4618,2012-01-18 10:20:00,2012-01-18 16:07:00
Case13,Final Inspection Q.C.,ID4618,2012-01-18 10:27:00,2012-01-18 11:42:00
Case258,Turning & Milling,ID4529,2012-01-18 10:41:00,2012-01-18 15:11:00
Case201,Turning & Milling Q.C.,ID4493,2012-01-18 11:01:00,2012-01-18 16:02:00
Case13,End,End,2012-01-18 11:42:00,2012-01-18 11:42:00
Case232,Final Inspection Q.C.,ID4493,2012-01-18 12:08:00,2012-01-18 12:09:00
Case232,End,End,2012-01-18 12:09:00,2012-01-18 12:09:00
Case231,Round Grinding,ID4163,2012-01-18 13:20:00,2012-01-18 16:08:00
Case256,Turning Q.C.,ID4287,2012-01-18 14:00:00,2012-01-18 15:50:00
Case273,Turning & Milling,ID3846,2012-01-18 14:16:00,2012-01-18 16:08:00
Case258,Turning & Milling,ID4529,2012-01-18 15:12:00,2012-01-18 15:59:00
Case27,Start,Start,2012-01-18 15:57:00,2012-01-18 15:57:00
Case27,Turning & Milling,ID0997,2012-01-18 15:57:00,2012-01-18 17:51:00
Case273,Turning & Milling,ID4132,2012-01-18 16:04:00,2012-01-19 07:07:00
Case249,Round Grinding,ID4385,2012-01-18 16:06:00,2012-01-18 17:57:00
Case10,Turning & Milling,ID4132,2012-01-18 16:33:00,2012-01-18 17:55:00
Case10,Turning & Milling,ID4132,2012-01-18 17:57:00,2012-01-18 20:04:00
Case235,Turning & Milling,ID4132,2012-01-18 20:08:00,2012-01-18 23:30:00
Case10,Turning & Milling,ID4794,2012-01-18 20:10:00,2012-01-19 06:29:00
Case258,Turning & Milling,ID4794,2012-01-18 20:10:00,2012-01-19 06:29:00
Case26,Turning & Milling,ID4932,2012-01-18 20:13:00,2012-01-18 21:34:00
Case249,Round Grinding,ID4528,2012-01-18 20:18:00,2012-01-19 02:22:00
Case26,Turning & Milling,ID4932,2012-01-18 21:34:00,2012-01-19 02:30:00
Case201,Packing,ID4291,2012-01-19 00:00:00,2012-01-19 01:00:00
Case265,Packing,ID4291,2012-01-19 00:00:00,2012-01-19 01:00:00
