caseid,task,user,start_timestamp,end_timestamp
40,Start,Start,2011-01-05 08:02:00,2011-01-05 08:02:00
40,Create Purchase Requisition,Miu Hanwan,2011-01-05 08:02:00,2011-01-05 08:28:00
40,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-06 01:30:00,2011-01-06 01:36:00
40,Create Request for Quotation,Francis Odell,2011-01-06 01:40:00,2011-01-06 01:41:00
40,Analyze Request for Quotation,Francois de Perrier,2011-01-06 15:44:00,2011-01-06 16:10:00
40,Send Request for Quotation to Supplier,Karel de Groot,2011-01-09 08:06:00,2011-01-09 08:26:00
40,Create Quotation comparison Map,Magdalena Predutta,2011-01-10 04:01:00,2011-01-10 05:43:00
40,Analyze Quotation Comparison Map,Nico Ojenbeer,2011-01-10 11:47:00,2011-01-10 12:09:00
40,Choose best option,Tesca Lobes,2011-01-10 12:09:00,2011-01-10 12:09:00
40,Settle Conditions With Supplier,Karel de Groot,2011-01-10 22:35:00,2011-01-11 05:46:00
40,Create Purchase Order,Karel de Groot,2011-01-12 03:05:00,2011-01-12 03:18:00
40,Confirm Purchase Order,Sean Manney,2011-01-13 01:14:00,2011-01-13 01:22:00
40,Deliver Goods Services,Carmen Finacse,2011-01-14 03:48:00,2011-01-14 17:22:00
40,Release Purchase Order,Miu Hanwan,2011-01-15 00:36:00,2011-01-15 00:37:00
40,Approve Purchase Order for payment,Magdalena Predutta,2011-01-15 09:06:00,2011-01-15 09:07:00
40,Send Invoice,Karen Clarens,2011-01-16 06:33:00,2011-01-16 06:33:00
40,Release Supplier's Invoice,Pedro Alvares,2011-01-16 20:55:00,2011-01-16 21:00:00
40,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-01-16 21:00:00,2011-01-16 21:00:00
40,Pay Invoice,Karalda Nimwada,2011-01-16 21:10:00,2011-01-16 21:17:00
40,End,End,2011-01-16 21:17:00,2011-01-16 21:17:00
79,Start,Start,2011-01-10 14:10:00,2011-01-10 14:10:00
79,Create Purchase Requisition,Elvira Lores,2011-01-10 14:10:00,2011-01-10 14:56:00
79,Analyze Purchase Requisition,Maris Freeman,2011-01-11 07:32:00,2011-01-11 07:37:00
79,Create Request for Quotation,Francis Odell,2011-01-11 07:41:00,2011-01-11 07:43:00
79,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 04:53:00,2011-01-12 05:10:00
79,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-12 15:27:00,2011-01-12 15:57:00
79,Create Quotation comparison Map,Karel de Groot,2011-01-12 16:11:00,2011-01-12 16:52:00
79,Analyze Quotation Comparison Map,Alberto Duport,2011-01-12 23:37:00,2011-01-13 00:03:00
79,Choose best option,Penn Osterwalder,2011-01-13 00:03:00,2011-01-13 00:03:00
79,Settle Conditions With Supplier,Magdalena Predutta,2011-01-13 03:15:00,2011-01-13 07:14:00
79,Create Purchase Order,Karel de Groot,2011-01-13 23:55:00,2011-01-14 00:06:00
79,Confirm Purchase Order,Esmeralda Clay,2011-01-14 05:34:00,2011-01-14 06:04:00
79,Deliver Goods Services,Karen Clarens,2011-01-16 07:01:00,2011-01-16 20:14:00
79,Release Purchase Order,Penn Osterwalder,2011-01-17 04:02:00,2011-01-17 04:03:00
79,Approve Purchase Order for payment,Francois de Perrier,2011-01-17 22:38:00,2011-01-17 22:39:00
79,Send Invoice,Esmeralda Clay,2011-01-19 11:15:00,2011-01-19 11:15:00
79,Release Supplier's Invoice,Karalda Nimwada,2011-01-20 01:37:00,2011-01-20 01:42:00
79,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-20 01:44:00,2011-01-20 01:44:00
79,Pay Invoice,Karalda Nimwada,2011-01-20 02:39:00,2011-01-20 02:50:00
79,End,End,2011-01-20 02:50:00,2011-01-20 02:50:00
329,Start,Start,2011-02-15 03:47:00,2011-02-15 03:47:00
329,Create Purchase Requisition,Tesca Lobes,2011-02-15 03:47:00,2011-02-15 04:18:00
329,Analyze Purchase Requisition,Maris Freeman,2011-02-16 04:47:00,2011-02-16 04:54:00
329,Create Request for Quotation,Maris Freeman,2011-02-16 04:57:00,2011-02-16 05:00:00
329,Analyze Request for Quotation,Magdalena Predutta,2011-02-17 10:34:00,2011-02-17 10:54:00
329,Send Request for Quotation to Supplier,Karel de Groot,2011-02-19 00:32:00,2011-02-19 00:56:00
329,Create Quotation comparison Map,Karel de Groot,2011-02-19 10:11:00,2011-02-19 16:08:00
329,Analyze Quotation Comparison Map,Penn Osterwalder,2011-02-19 23:05:00,2011-02-19 23:15:00
329,Choose best option,Tesca Lobes,2011-02-19 23:15:00,2011-02-19 23:15:00
329,Settle Conditions With Supplier,Magdalena Predutta,2011-02-20 02:38:00,2011-02-20 06:42:00
329,Create Purchase Order,Magdalena Predutta,2011-02-20 09:28:00,2011-02-20 09:36:00
329,Confirm Purchase Order,Esmeralda Clay,2011-02-20 17:40:00,2011-02-20 18:10:00
329,Deliver Goods Services,Esmeralda Clay,2011-02-22 17:48:00,2011-02-23 21:39:00
329,Release Purchase Order,Anna Kaufmann,2011-02-24 04:39:00,2011-02-24 04:40:00
329,Approve Purchase Order for payment,Francois de Perrier,2011-02-24 15:16:00,2011-02-24 15:17:00
329,Send Invoice,Karen Clarens,2011-02-25 20:11:00,2011-02-25 20:11:00
329,Release Supplier's Invoice,Pedro Alvares,2011-02-26 10:34:00,2011-02-26 10:37:00
329,Settle Dispute With Supplier,Pedro Alvares,2011-02-26 11:17:00,2011-02-26 11:51:00
329,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-02-26 11:51:00,2011-02-26 11:51:00
329,Pay Invoice,Karalda Nimwada,2011-02-26 12:34:00,2011-02-26 12:39:00
329,End,End,2011-02-26 12:39:00,2011-02-26 12:39:00
489,Start,Start,2011-03-11 09:19:00,2011-03-11 09:19:00
489,Create Purchase Requisition,Kim Passa,2011-03-11 09:19:00,2011-03-11 09:39:00
489,Analyze Purchase Requisition,Francis Odell,2011-03-12 08:20:00,2011-03-12 08:27:00
489,Create Request for Quotation,Francis Odell,2011-03-12 08:32:00,2011-03-12 08:34:00
489,Analyze Request for Quotation,Karel de Groot,2011-03-31 09:58:00,2011-03-31 10:24:00
489,Amend Request for Quotation,Tesca Lobes,2011-03-31 11:17:00,2011-03-31 11:25:00
489,Analyze Request for Quotation,Francois de Perrier,2011-05-13 03:04:00,2011-05-13 03:23:00
489,Amend Request for Quotation,Kim Passa,2011-05-13 04:18:00,2011-05-13 04:27:00
489,Analyze Request for Quotation,Francois de Perrier,2011-05-15 03:11:00,2011-05-15 03:29:00
489,Send Request for Quotation to Supplier,Karel de Groot,2011-05-15 14:41:00,2011-05-15 14:58:00
489,Create Quotation comparison Map,Magdalena Predutta,2011-05-15 15:38:00,2011-05-15 21:29:00
489,Analyze Quotation Comparison Map,Kim Passa,2011-05-16 03:54:00,2011-05-16 04:00:00
489,Choose best option,Nico Ojenbeer,2011-05-16 04:00:00,2011-05-16 04:00:00
489,Settle Conditions With Supplier,Francois de Perrier,2011-05-16 05:44:00,2011-05-16 12:53:00
489,Create Purchase Order,Karel de Groot,2011-05-16 14:36:00,2011-05-16 14:45:00
489,Confirm Purchase Order,Karen Clarens,2011-05-17 04:23:00,2011-05-17 04:48:00
489,Deliver Goods Services,Carmen Finacse,2011-05-22 23:05:00,2011-05-24 16:49:00
489,Release Purchase Order,Clement Duchot,2011-05-25 00:15:00,2011-05-25 00:16:00
489,Approve Purchase Order for payment,Magdalena Predutta,2011-05-25 20:29:00,2011-05-25 20:30:00
489,Send Invoice,Carmen Finacse,2011-05-28 01:35:00,2011-05-28 01:35:00
489,Release Supplier's Invoice,Karalda Nimwada,2011-05-28 15:58:00,2011-05-28 16:03:00
489,Authorize Supplier's Invoice payment,Pedro Alvares,2011-05-28 16:03:00,2011-05-28 16:03:00
489,Pay Invoice,Pedro Alvares,2011-05-28 16:22:00,2011-05-28 16:36:00
489,End,End,2011-05-28 16:36:00,2011-05-28 16:36:00
839,Start,Start,2011-05-04 06:00:00,2011-05-04 06:00:00
839,Create Purchase Requisition,Miu Hanwan,2011-05-04 06:00:00,2011-05-04 06:08:00
839,Analyze Purchase Requisition,Francis Odell,2011-05-05 04:39:00,2011-05-05 04:47:00
839,Create Request for Quotation,Francis Odell,2011-05-05 04:50:00,2011-05-05 04:52:00
839,Analyze Request for Quotation,Magdalena Predutta,2011-05-09 09:55:00,2011-05-09 10:14:00
839,Amend Request for Quotation,Anne Olwada,2011-05-09 11:11:00,2011-05-09 11:25:00
839,Analyze Request for Quotation,Magdalena Predutta,2011-05-22 11:22:00,2011-05-22 11:58:00
839,Amend Request for Quotation,Tesca Lobes,2011-05-22 12:52:00,2011-05-22 13:02:00
839,Analyze Request for Quotation,Karel de Groot,2011-06-10 22:10:00,2011-06-10 22:17:00
839,Amend Request for Quotation,Clement Duchot,2011-06-10 23:08:00,2011-06-10 23:16:00
839,Analyze Request for Quotation,Magdalena Predutta,2011-06-21 19:08:00,2011-06-21 19:30:00
839,Amend Request for Quotation,Christian Francois,2011-06-21 20:29:00,2011-06-21 20:35:00
839,Analyze Request for Quotation,Magdalena Predutta,2011-06-24 10:33:00,2011-06-24 10:33:00
839,Send Request for Quotation to Supplier,Karel de Groot,2011-06-24 21:46:00,2011-06-24 22:09:00
839,Create Quotation comparison Map,Karel de Groot,2011-06-25 01:25:00,2011-06-25 06:10:00
839,Analyze Quotation Comparison Map,Christian Francois,2011-06-25 12:53:00,2011-06-25 13:01:00
839,Choose best option,Tesca Lobes,2011-06-25 13:01:00,2011-06-25 13:01:00
839,Settle Conditions With Supplier,Francois de Perrier,2011-06-25 22:52:00,2011-06-26 13:20:00
839,Create Purchase Order,Francois de Perrier,2011-06-26 19:10:00,2011-06-26 19:17:00
839,Confirm Purchase Order,Carmen Finacse,2011-07-03 12:28:00,2011-07-03 12:50:00
839,Deliver Goods Services,Kiu Kan,2011-07-06 23:34:00,2011-07-08 07:51:00
839,Release Purchase Order,Alberto Duport,2011-07-08 15:19:00,2011-07-08 15:20:00
839,Approve Purchase Order for payment,Karel de Groot,2011-07-08 22:55:00,2011-07-08 22:56:00
839,Send Invoice,Karen Clarens,2011-07-26 20:08:00,2011-07-26 20:08:00
839,Release Supplier's Invoice,Pedro Alvares,2011-07-27 10:25:00,2011-07-27 10:27:00
839,Authorize Supplier's Invoice payment,Pedro Alvares,2011-07-27 10:27:00,2011-07-27 10:27:00
839,Pay Invoice,Karalda Nimwada,2011-07-27 10:58:00,2011-07-27 11:11:00
839,End,End,2011-07-27 11:11:00,2011-07-27 11:11:00
56,Start,Start,2011-01-07 20:35:00,2011-01-07 20:35:00
56,Create Purchase Requisition,Tesca Lobes,2011-01-07 20:35:00,2011-01-07 21:30:00
56,Analyze Purchase Requisition,Maris Freeman,2011-01-08 18:32:00,2011-01-08 18:37:00
56,Create Request for Quotation,Heinz Gutschmidt,2011-01-08 18:43:00,2011-01-08 18:45:00
56,Analyze Request for Quotation,Francois de Perrier,2011-01-09 02:02:00,2011-01-09 02:34:00
56,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-09 17:14:00,2011-01-09 17:48:00
56,Create Quotation comparison Map,Karel de Groot,2011-01-10 17:49:00,2011-01-10 22:35:00
56,Analyze Quotation Comparison Map,Christian Francois,2011-01-11 05:26:00,2011-01-11 05:48:00
56,Choose best option,Kim Passa,2011-01-11 05:48:00,2011-01-11 05:48:00
56,Settle Conditions With Supplier,Karel de Groot,2011-01-11 19:51:00,2011-01-12 01:19:00
56,Create Purchase Order,Karel de Groot,2011-01-12 02:58:00,2011-01-12 03:05:00
56,Confirm Purchase Order,Sean Manney,2011-01-13 01:22:00,2011-01-13 01:42:00
56,Deliver Goods Services,Karen Clarens,2011-01-14 22:42:00,2011-01-16 06:33:00
56,Release Purchase Order,Penn Osterwalder,2011-01-16 14:23:00,2011-01-16 14:24:00
56,Approve Purchase Order for payment,Karel de Groot,2011-01-17 00:07:00,2011-01-17 00:08:00
56,Send Invoice,Esmeralda Clay,2011-01-17 06:53:00,2011-01-17 06:53:00
56,Release Supplier's Invoice,Pedro Alvares,2011-01-17 21:17:00,2011-01-17 21:22:00
56,Settle Dispute With Supplier,Pedro Alvares,2011-01-17 21:58:00,2011-01-17 22:32:00
56,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-17 22:32:00,2011-01-17 22:32:00
56,Pay Invoice,Karalda Nimwada,2011-01-17 22:37:00,2011-01-17 22:50:00
56,End,End,2011-01-17 22:50:00,2011-01-17 22:50:00
80,Start,Start,2011-01-10 16:58:00,2011-01-10 16:58:00
80,Create Purchase Requisition,Tesca Lobes,2011-01-10 16:58:00,2011-01-10 17:22:00
80,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-11 12:40:00,2011-01-11 12:46:00
80,Create Request for Quotation,Heinz Gutschmidt,2011-01-11 12:53:00,2011-01-11 12:56:00
80,Analyze Request for Quotation,Francois de Perrier,2011-01-11 21:14:00,2011-01-11 21:35:00
80,Amend Request for Quotation,Penn Osterwalder,2011-01-11 22:24:00,2011-01-11 22:37:00
80,Analyze Request for Quotation,Karel de Groot,2011-01-12 01:34:00,2011-01-12 01:59:00
80,Amend Request for Quotation,Kim Passa,2011-01-12 02:40:00,2011-01-12 02:47:00
80,Analyze Request for Quotation,Magdalena Predutta,2011-01-12 07:15:00,2011-01-12 07:34:00
80,Amend Request for Quotation,Esmana Liubiata,2011-01-12 08:24:00,2011-01-12 08:31:00
80,Analyze Request for Quotation,Karel de Groot,2011-01-12 10:38:00,2011-01-12 10:58:00
80,Amend Request for Quotation,Anna Kaufmann,2011-01-12 11:43:00,2011-01-12 11:54:00
80,Analyze Request for Quotation,Karel de Groot,2011-01-14 13:31:00,2011-01-14 13:53:00
80,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-15 17:37:00,2011-01-15 17:54:00
80,Create Quotation comparison Map,Francois de Perrier,2011-01-16 00:05:00,2011-01-16 03:24:00
80,Analyze Quotation Comparison Map,Alberto Duport,2011-01-16 09:57:00,2011-01-16 10:06:00
80,Choose best option,Penn Osterwalder,2011-01-16 10:06:00,2011-01-16 10:06:00
80,Settle Conditions With Supplier,Karel de Groot,2011-01-16 15:07:00,2011-01-16 20:54:00
80,Create Purchase Order,Karel de Groot,2011-01-16 21:48:00,2011-01-16 21:58:00
80,Confirm Purchase Order,Kiu Kan,2011-01-17 04:07:00,2011-01-17 04:27:00
80,Deliver Goods Services,Sean Manney,2011-01-20 20:29:00,2011-01-22 18:33:00
80,Release Purchase Order,Nico Ojenbeer,2011-01-23 02:03:00,2011-01-23 02:04:00
80,Approve Purchase Order for payment,Magdalena Predutta,2011-01-23 08:13:00,2011-01-23 08:14:00
80,Send Invoice,Carmen Finacse,2011-01-25 10:33:00,2011-01-25 10:33:00
80,Release Supplier's Invoice,Pedro Alvares,2011-01-26 00:55:00,2011-01-26 01:01:00
80,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-26 01:01:00,2011-01-26 01:01:00
80,Pay Invoice,Pedro Alvares,2011-01-26 01:28:00,2011-01-26 01:35:00
80,End,End,2011-01-26 01:35:00,2011-01-26 01:35:00
25,Start,Start,2011-01-03 07:19:00,2011-01-03 07:19:00
25,Create Purchase Requisition,Anna Kaufmann,2011-01-03 07:19:00,2011-01-03 08:08:00
25,Analyze Purchase Requisition,Francis Odell,2011-01-04 02:11:00,2011-01-04 02:15:00
25,Create Request for Quotation,Heinz Gutschmidt,2011-01-04 02:22:00,2011-01-04 02:23:00
25,Analyze Request for Quotation,Francois de Perrier,2011-01-04 03:27:00,2011-01-04 04:02:00
25,Send Request for Quotation to Supplier,Karel de Groot,2011-01-04 05:30:00,2011-01-04 05:51:00
25,Create Quotation comparison Map,Magdalena Predutta,2011-01-04 15:40:00,2011-01-04 18:06:00
25,Analyze Quotation Comparison Map,Elvira Lores,2011-01-05 00:29:00,2011-01-05 00:51:00
25,Choose best option,Fjodor Kowalski,2011-01-05 00:51:00,2011-01-05 00:51:00
25,Settle Conditions With Supplier,Magdalena Predutta,2011-01-05 05:57:00,2011-01-05 17:54:00
25,Create Purchase Order,Francois de Perrier,2011-01-06 02:29:00,2011-01-06 02:41:00
25,Confirm Purchase Order,Esmeralda Clay,2011-01-06 06:43:00,2011-01-06 06:58:00
25,Deliver Goods Services,Karen Clarens,2011-01-06 19:31:00,2011-01-07 10:12:00
25,Release Purchase Order,Christian Francois,2011-01-07 17:18:00,2011-01-07 17:19:00
25,Approve Purchase Order for payment,Francois de Perrier,2011-01-09 02:34:00,2011-01-09 02:35:00
25,Send Invoice,Karen Clarens,2011-01-10 00:11:00,2011-01-10 00:11:00
25,Release Supplier's Invoice,Karalda Nimwada,2011-01-10 14:35:00,2011-01-10 14:41:00
25,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-10 14:43:00,2011-01-10 14:43:00
25,Pay Invoice,Karalda Nimwada,2011-01-10 15:34:00,2011-01-10 15:43:00
25,End,End,2011-01-10 15:43:00,2011-01-10 15:43:00
921,Start,Start,2011-05-15 11:24:00,2011-05-15 11:24:00
921,Create Purchase Requisition,Anna Kaufmann,2011-05-15 11:24:00,2011-05-15 12:08:00
921,Analyze Purchase Requisition,Francis Odell,2011-05-16 08:42:00,2011-05-16 08:50:00
921,Create Request for Quotation,Heinz Gutschmidt,2011-05-16 08:56:00,2011-05-16 08:57:00
921,Analyze Request for Quotation,Francois de Perrier,2011-05-17 17:13:00,2011-05-17 17:37:00
921,Send Request for Quotation to Supplier,Karel de Groot,2011-05-18 18:41:00,2011-05-18 19:04:00
921,Create Quotation comparison Map,Francois de Perrier,2011-05-20 05:52:00,2011-05-20 10:15:00
921,Analyze Quotation Comparison Map,Tesca Lobes,2011-05-20 17:13:00,2011-05-20 17:29:00
921,Choose best option,Anne Olwada,2011-05-20 17:29:00,2011-05-20 17:29:00
921,Settle Conditions With Supplier,Francois de Perrier,2011-05-21 03:48:00,2011-05-21 18:17:00
921,Create Purchase Order,Magdalena Predutta,2011-05-21 21:11:00,2011-05-21 21:19:00
921,Confirm Purchase Order,Karen Clarens,2011-05-22 11:16:00,2011-05-22 11:31:00
921,Deliver Goods Services,Esmeralda Clay,2011-05-26 01:42:00,2011-05-26 18:11:00
921,Release Purchase Order,Elvira Lores,2011-05-27 01:23:00,2011-05-27 01:24:00
921,Approve Purchase Order for payment,Karel de Groot,2011-05-27 09:43:00,2011-05-27 09:44:00
921,Send Invoice,Kiu Kan,2011-05-28 01:04:00,2011-05-28 01:04:00
921,Release Supplier's Invoice,Karalda Nimwada,2011-05-28 15:24:00,2011-05-28 15:31:00
921,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-05-28 15:31:00,2011-05-28 15:31:00
921,Pay Invoice,Pedro Alvares,2011-05-28 16:37:00,2011-05-28 16:43:00
921,End,End,2011-05-28 16:43:00,2011-05-28 16:43:00
206,Start,Start,2011-01-27 01:02:00,2011-01-27 01:02:00
206,Create Purchase Requisition,Penn Osterwalder,2011-01-27 01:02:00,2011-01-27 01:12:00
206,Analyze Purchase Requisition,Maris Freeman,2011-01-27 13:30:00,2011-01-27 13:37:00
206,Create Request for Quotation,Francis Odell,2011-01-27 13:40:00,2011-01-27 13:43:00
206,Analyze Request for Quotation,Francois de Perrier,2011-01-31 09:43:00,2011-01-31 10:03:00
206,Amend Request for Quotation,Kim Passa,2011-01-31 10:55:00,2011-01-31 11:01:00
206,Analyze Request for Quotation,Magdalena Predutta,2011-01-31 20:33:00,2011-01-31 21:03:00
206,Send Request for Quotation to Supplier,Magdalena Predutta,2011-02-01 19:32:00,2011-02-01 20:01:00
206,Create Quotation comparison Map,Magdalena Predutta,2011-02-01 20:38:00,2011-02-02 00:15:00
206,Analyze Quotation Comparison Map,Elvira Lores,2011-02-02 06:44:00,2011-02-02 06:53:00
206,Choose best option,Esmana Liubiata,2011-02-02 06:53:00,2011-02-02 06:53:00
206,Settle Conditions With Supplier,Magdalena Predutta,2011-02-03 20:29:00,2011-02-04 07:29:00
206,Create Purchase Order,Magdalena Predutta,2011-02-05 07:36:00,2011-02-05 07:45:00
206,Confirm Purchase Order,Karen Clarens,2011-02-06 01:10:00,2011-02-06 01:23:00
206,Deliver Goods Services,Carmen Finacse,2011-02-06 07:46:00,2011-02-08 07:01:00
206,Release Purchase Order,Fjodor Kowalski,2011-02-08 15:09:00,2011-02-08 15:10:00
206,Approve Purchase Order for payment,Magdalena Predutta,2011-02-08 21:49:00,2011-02-08 21:50:00
206,Send Invoice,Kiu Kan,2011-02-09 11:53:00,2011-02-09 11:53:00
206,Release Supplier's Invoice,Pedro Alvares,2011-02-10 02:13:00,2011-02-10 02:18:00
206,Authorize Supplier's Invoice payment,Pedro Alvares,2011-02-10 02:18:00,2011-02-10 02:18:00
206,Pay Invoice,Pedro Alvares,2011-02-10 02:21:00,2011-02-10 02:30:00
206,End,End,2011-02-10 02:30:00,2011-02-10 02:30:00
343,Start,Start,2011-02-17 00:39:00,2011-02-17 00:39:00
343,Create Purchase Requisition,Christian Francois,2011-02-17 00:39:00,2011-02-17 01:09:00
343,Analyze Purchase Requisition,Francis Odell,2011-02-17 15:09:00,2011-02-17 15:18:00
343,Create Request for Quotation,Heinz Gutschmidt,2011-02-17 15:26:00,2011-02-17 15:29:00
343,Analyze Request for Quotation,Magdalena Predutta,2011-02-20 08:05:00,2011-02-20 08:31:00
343,Send Request for Quotation to Supplier,Magdalena Predutta,2011-02-22 08:41:00,2011-02-22 09:04:00
343,Create Quotation comparison Map,Magdalena Predutta,2011-02-22 10:15:00,2011-02-22 14:07:00
343,Analyze Quotation Comparison Map,Kim Passa,2011-02-22 21:06:00,2011-02-22 21:36:00
343,Choose best option,Immanuel Karagianni,2011-02-22 21:36:00,2011-02-22 21:36:00
343,Settle Conditions With Supplier,Magdalena Predutta,2011-02-23 15:04:00,2011-02-24 03:45:00
343,Create Purchase Order,Karel de Groot,2011-02-24 11:13:00,2011-02-24 11:20:00
343,Confirm Purchase Order,Carmen Finacse,2011-02-26 01:44:00,2011-02-26 01:58:00
343,Deliver Goods Services,Kiu Kan,2011-02-27 09:13:00,2011-02-28 20:12:00
343,Release Purchase Order,Clement Duchot,2011-03-01 04:14:00,2011-03-01 04:15:00
343,Approve Purchase Order for payment,Magdalena Predutta,2011-03-01 23:50:00,2011-03-01 23:51:00
343,Send Invoice,Kiu Kan,2011-03-02 11:26:00,2011-03-02 11:26:00
343,Release Supplier's Invoice,Karalda Nimwada,2011-03-03 01:49:00,2011-03-03 01:55:00
343,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-03-03 01:55:00,2011-03-03 01:55:00
343,Pay Invoice,Karalda Nimwada,2011-03-03 02:09:00,2011-03-03 02:17:00
343,End,End,2011-03-03 02:17:00,2011-03-03 02:17:00
101,Start,Start,2011-01-13 12:14:00,2011-01-13 12:14:00
101,Create Purchase Requisition,Anne Olwada,2011-01-13 12:14:00,2011-01-13 12:56:00
101,Analyze Purchase Requisition,Heinz Gutschmidt,2011-01-14 11:56:00,2011-01-14 12:00:00
101,Create Request for Quotation,Heinz Gutschmidt,2011-01-14 12:08:00,2011-01-14 12:11:00
101,Analyze Request for Quotation,Karel de Groot,2011-01-17 01:11:00,2011-01-17 01:27:00
101,Send Request for Quotation to Supplier,Francois de Perrier,2011-01-18 23:16:00,2011-01-18 23:35:00
101,Create Quotation comparison Map,Francois de Perrier,2011-01-19 03:44:00,2011-01-19 07:02:00
101,Analyze Quotation Comparison Map,Penn Osterwalder,2011-01-19 13:39:00,2011-01-19 13:49:00
101,Choose best option,Alberto Duport,2011-01-19 13:49:00,2011-01-19 13:49:00
101,Settle Conditions With Supplier,Magdalena Predutta,2011-01-19 22:34:00,2011-01-20 08:09:00
101,Create Purchase Order,Francois de Perrier,2011-01-22 01:45:00,2011-01-22 01:58:00
101,Confirm Purchase Order,Carmen Finacse,2011-01-22 06:52:00,2011-01-22 07:04:00
101,Deliver Goods Services,Sean Manney,2011-01-25 19:54:00,2011-01-26 09:11:00
101,Release Purchase Order,Tesca Lobes,2011-01-26 17:12:00,2011-01-26 17:13:00
101,Approve Purchase Order for payment,Magdalena Predutta,2011-01-27 06:18:00,2011-01-27 06:19:00
101,Send Invoice,Esmeralda Clay,2011-01-28 07:19:00,2011-01-28 07:19:00
101,Release Supplier's Invoice,Pedro Alvares,2011-01-28 21:33:00,2011-01-28 21:39:00
101,Authorize Supplier's Invoice payment,Pedro Alvares,2011-01-28 21:39:00,2011-01-28 21:39:00
101,Pay Invoice,Karalda Nimwada,2011-01-28 22:00:00,2011-01-28 22:14:00
101,End,End,2011-01-28 22:14:00,2011-01-28 22:14:00
224,Start,Start,2011-01-29 18:22:00,2011-01-29 18:22:00
224,Create Purchase Requisition,Fjodor Kowalski,2011-01-29 18:22:00,2011-01-29 18:32:00
224,Analyze Purchase Requisition,Maris Freeman,2011-01-30 13:18:00,2011-01-30 13:26:00
224,Create Request for Quotation,Francis Odell,2011-01-30 13:33:00,2011-01-30 13:34:00
224,Analyze Request for Quotation,Magdalena Predutta,2011-01-31 05:34:00,2011-01-31 05:46:00
224,Send Request for Quotation to Supplier,Magdalena Predutta,2011-01-31 16:34:00,2011-01-31 16:54:00
224,Create Quotation comparison Map,Magdalena Predutta,2011-01-31 17:21:00,2011-01-31 20:33:00
224,Analyze Quotation Comparison Map,Tesca Lobes,2011-02-01 02:53:00,2011-02-01 03:15:00
224,Choose best option,Miu Hanwan,2011-02-01 03:15:00,2011-02-01 03:15:00
224,Settle Conditions With Supplier,Francois de Perrier,2011-02-03 23:32:00,2011-02-04 07:53:00
224,Create Purchase Order,Magdalena Predutta,2011-02-05 07:28:00,2011-02-05 07:36:00
224,Confirm Purchase Order,Karen Clarens,2011-02-06 02:23:00,2011-02-06 02:54:00
224,Deliver Goods Services,Esmeralda Clay,2011-02-08 18:00:00,2011-02-09 22:51:00
224,Release Purchase Order,Miu Hanwan,2011-02-10 06:59:00,2011-02-10 07:00:00
224,Approve Purchase Order for payment,Karel de Groot,2011-02-10 14:07:00,2011-02-10 14:08:00
224,Send Invoice,Kiu Kan,2011-02-11 04:10:00,2011-02-11 04:10:00
224,Release Supplier's Invoice,Pedro Alvares,2011-02-11 18:28:00,2011-02-11 18:31:00
224,Authorize Supplier's Invoice payment,Karalda Nimwada,2011-02-11 18:31:00,2011-02-11 18:31:00
224,Pay Invoice,Pedro Alvares,2011-02-11 18:45:00,2011-02-11 18:59:00
224,End,End,2011-02-11 18:59:00,2011-02-11 18:59:00
1298,Start,Start,2011-07-06 04:33:00,2011-07-06 04:33:00
1298,Create Purchase Requisition,Clement Duchot,2011-07-06 04:33:00,2011-07-06 04:52:00
1298,Analyze Purchase Requisition,Heinz Gutschmidt,2011-07-06 19:38:00,2011-07-06 19:45:00
1298,Create Request for Quotation,Heinz Gutschmidt,2011-07-06 19:48:00,2011-07-06 19:49:00
1298,Analyze Request for Quotation,Karel de Groot,2011-07-08 19:27:00,2011-07-08 19:40:00
1298,Send Request for Quotation to Supplier,Karel de Groot,2011-07-09 04:40:00,2011-07-09 05:01:00
1298,Create Quotation comparison Map,Karel de Groot,2011-07-09 06:53:00,2011-07-09 10:04:00
1298,Analyze Quotation Comparison Map,Kim Passa,2011-07-09 16:20:00,2011-07-09 16:52:00
1298,Choose best option,Penn Osterwalder,2011-07-09 16:52:00,2011-07-09 16:52:00
1298,Settle Conditions With Supplier,Karel de Groot,2011-07-13 17:32:00,2011-07-14 08:10:00
1298,Create Purchase Order,Francois de Perrier,2011-07-15 03:26:00,2011-07-15 03:37:00
1298,Confirm Purchase Order,Sean Manney,2011-07-19 04:22:00,2011-07-19 04:27:00
1298,Deliver Goods Services,Esmeralda Clay,2011-07-20 01:13:00,2011-07-20 17:40:00
